Donor,Donor SMILES,SMILES,HOMO,LUMO,optbg,wavelength_film,wavelength_soln
PTZ6,CCOc1cc(OCC)cc(-c2c3cc(-c4ccc(-c5sc(-c6nc(CC)c(-c7ccc(-c8cc9c(-c%10cc(OCC)cc(OCC)c%10)c%10sc(-c%11ccc(-c%12sc(-c%13nc(CC)c(-c%14ccc(-c%15cc%16c(-c%17cc(OCC)cc(OCC)c%17)c%17sc(-c%18ccc(-c%19sc(-c%20nc(CC)c(-c%21cccs%21)s%20)nc%19CC)s%18)cc%17c(-c%17cc(OCC)cc(OCC)c%17)c%16s%15)s%14)s%13)nc%12CC)s%11)cc%10c(-c%10cc(OCC)cc(OCC)c%10)c9s8)s7)s6)nc5CC)s4)sc3c(-c3cc(OCC)cc(OCC)c3)c3ccsc23)c1,CCOc1cc(OCC)cc(-c2c3cc(-c4ccc(-c5sc(-c6nc(CC)c(-c7ccc(-c8cc9c(-c%10cc(OCC)cc(OCC)c%10)c%10sc(-c%11ccc(-c%12sc(-c%13nc(CC)c(-c%14ccc(-c%15cc%16c(-c%17cc(OCC)cc(OCC)c%17)c%17sc(-c%18ccc(-c%19sc(-c%20nc(CC)c(-c%21cccs%21)s%20)nc%19CC)s%18)cc%17c(-c%17cc(OCC)cc(OCC)c%17)c%16s%15)s%14)s%13)nc%12CC)s%11)cc%10c(-c%10cc(OCC)cc(OCC)c%10)c9s8)s7)s6)nc5CC)s4)sc3c(-c3cc(OCC)cc(OCC)c3)c3ccsc23)c1,-5.36,-3.36,,,
PTzBI,CCc1ccc(-c2c3cc(-c4ccc(-c5c6c(c(-c7ccc(-c8cc9c(-c%10ccc(CC)s%10)c%10sc(-c%11ccc(-c%12c%13c(c(-c%14ccc(-c%15cc%16c(-c%17ccc(CC)s%17)c%17sc(-c%18ccc(-c%19c%20c(c(-c%21cccs%21)c%21nn(CC)nc%19%21)C(=O)N(CC)C%20=O)s%18)cc%17c(-c%17ccc(CC)s%17)c%16s%15)s%14)c%14nn(CC)nc%12%14)C(=O)N(CC)C%13=O)s%11)cc%10c(-c%10ccc(CC)s%10)c9s8)s7)c7nn(CC)nc57)C(=O)N(CC)C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,CCc1ccc(-c2c3cc(-c4ccc(-c5c6c(c(-c7ccc(-c8cc9c(-c%10ccc(CC)s%10)c%10sc(-c%11ccc(-c%12c%13c(c(-c%14ccc(-c%15cc%16c(-c%17ccc(CC)s%17)c%17sc(-c%18ccc(-c%19c%20c(c(-c%21cccs%21)c%21nn(CC)nc%19%21)C(=O)N(CC)C%20=O)s%18)cc%17c(-c%17ccc(CC)s%17)c%16s%15)s%14)c%14nn(CC)nc%12%14)C(=O)N(CC)C%13=O)s%11)cc%10c(-c%10ccc(CC)s%10)c9s8)s7)c7nn(CC)nc57)C(=O)N(CC)C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,-5.34,-3.46,,,
PDBT-2F,CCc1sc(-c2c3sc4cc(-c5ccc(-c6sc(-c7ccc(-c8cc9sc%10c(-c%11sc(CC)c(F)c%11F)c%11c(sc%12cc(-c%13ccc(-c%14sc(-c%15ccc(-c%16cc%17sc%18c(-c%19sc(CC)c(F)c%19F)c%19c(sc%20cc(-c%21ccc(-c%22sc(-c%23cccs%23)c%23c%22C(=O)c%22c(CC)sc(CC)c%22C%23=O)s%21)sc%20%19)c(-c%19sc(CC)c(F)c%19F)c%18c%17s%16)s%15)c%15c%14C(=O)c%14c(CC)sc(CC)c%14C%15=O)s%13)sc%12%11)c(-c%11sc(CC)c(F)c%11F)c%10c9s8)s7)c7c6C(=O)c6c(CC)sc(CC)c6C7=O)s5)sc4c3c(-c3sc(CC)c(F)c3F)c3sc4ccsc4c23)c(F)c1F,CCc1sc(-c2c3sc4cc(-c5ccc(-c6sc(-c7ccc(-c8cc9sc%10c(-c%11sc(CC)c(F)c%11F)c%11c(sc%12cc(-c%13ccc(-c%14sc(-c%15ccc(-c%16cc%17sc%18c(-c%19sc(CC)c(F)c%19F)c%19c(sc%20cc(-c%21ccc(-c%22sc(-c%23cccs%23)c%23c%22C(=O)c%22c(CC)sc(CC)c%22C%23=O)s%21)sc%20%19)c(-c%19sc(CC)c(F)c%19F)c%18c%17s%16)s%15)c%15c%14C(=O)c%14c(CC)sc(CC)c%14C%15=O)s%13)sc%12%11)c(-c%11sc(CC)c(F)c%11F)c%10c9s8)s7)c7c6C(=O)c6c(CC)sc(CC)c6C7=O)s5)sc4c3c(-c3sc(CC)c(F)c3F)c3sc4ccsc4c23)c(F)c1F,-5.43,-3.61,1.82,579.0,576.0
PBDT-S-2TC,CCOC(=O)c1cc(-c2cc3c(-c4ccc(SCC)s4)c4sc(-c5ccc(-c6sc(-c7cc8c(-c9ccc(SCC)s9)c9sc(-c%10ccc(-c%11sc(-c%12cc%13c(-c%14ccc(SCC)s%14)c%14sccc%14c(-c%14ccc(SCC)s%14)c%13s%12)cc%11C(=O)OCC)s%10)cc9c(-c9ccc(SCC)s9)c8s7)cc6C(=O)OCC)s5)cc4c(-c4ccc(SCC)s4)c3s2)sc1-c1cccs1,CCOC(=O)c1cc(-c2cc3c(-c4ccc(SCC)s4)c4sc(-c5ccc(-c6sc(-c7cc8c(-c9ccc(SCC)s9)c9sc(-c%10ccc(-c%11sc(-c%12cc%13c(-c%14ccc(SCC)s%14)c%14sccc%14c(-c%14ccc(SCC)s%14)c%13s%12)cc%11C(=O)OCC)s%10)cc9c(-c9ccc(SCC)s9)c8s7)cc6C(=O)OCC)s5)cc4c(-c4ccc(SCC)s4)c3s2)sc1-c1cccs1,-5.47,-3.58,,,
PfBTAZS,CCc1csc(-c2cc(F)c(-c3cc(CC)c(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7sc(-c8cc(F)c(-c9cc(CC)c(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13sc(-c%14cc(F)c(-c%15cc(CC)c(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)s%15)c%15nsnc%14%15)cc%13CC)s%12)c%12nn(CC)nc%11%12)s%10)s9)c9nsnc89)cc7CC)s6)c6nn(CC)nc56)s4)s3)c3nsnc23)c1,CCc1csc(-c2cc(F)c(-c3cc(CC)c(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7sc(-c8cc(F)c(-c9cc(CC)c(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13sc(-c%14cc(F)c(-c%15cc(CC)c(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)s%15)c%15nsnc%14%15)cc%13CC)s%12)c%12nn(CC)nc%11%12)s%10)s9)c9nsnc89)cc7CC)s6)c6nn(CC)nc56)s4)s3)c3nsnc23)c1,,,,,
PBDT-Se-TAZ,CCc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9ccc(CC)[se]9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)[se]%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15ccc(CC)[se]%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9ccc(CC)[se]9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3ccc(CC)[se]3)c3ccsc23)[se]1,CCc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9ccc(CC)[se]9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)[se]%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15ccc(CC)[se]%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9ccc(CC)[se]9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3ccc(CC)[se]3)c3ccsc23)[se]1,-5.23,-3.43,1.92,597.0,583.0
PDTF-TZNT,CCc1csc(-c2cc3c(cc(-c4cc(CC)c(-c5cc(F)c(-c6sc(-c7sc(-c8cc9c(cc(-c%10cc(CC)c(-c%11cc(F)c(-c%12sc(-c%13sc(-c%14cc%15c(cc(-c%16cc(CC)c(-c%17cc(F)c(-c%18sccc%18F)s%17)s%16)c%16nn(CC)nc%16%15)c%15nn(CC)nc%14%15)cc%13CC)cc%12F)s%11)s%10)c%10nn(CC)nc%109)c9nn(CC)nc89)cc7CC)cc6F)s5)s4)c4nn(CC)nc43)c3nn(CC)nc23)c1,CCc1csc(-c2cc3c(cc(-c4cc(CC)c(-c5cc(F)c(-c6sc(-c7sc(-c8cc9c(cc(-c%10cc(CC)c(-c%11cc(F)c(-c%12sc(-c%13sc(-c%14cc%15c(cc(-c%16cc(CC)c(-c%17cc(F)c(-c%18sccc%18F)s%17)s%16)c%16nn(CC)nc%16%15)c%15nn(CC)nc%14%15)cc%13CC)cc%12F)s%11)s%10)c%10nn(CC)nc%109)c9nn(CC)nc89)cc7CC)cc6F)s5)s4)c4nn(CC)nc43)c3nn(CC)nc23)c1,-5.24,-3.23,1.84,617.0,597.0
PDBT-F,CCc1sc(-c2c3sc4cc(-c5ccc(-c6sc(-c7ccc(-c8cc9sc%10c(-c%11cc(F)c(CC)s%11)c%11c(sc%12cc(-c%13ccc(-c%14sc(-c%15ccc(-c%16cc%17sc%18c(-c%19cc(F)c(CC)s%19)c%19c(sc%20cc(-c%21ccc(-c%22sc(-c%23cccs%23)c%23c%22C(=O)c%22c(CC)sc(CC)c%22C%23=O)s%21)sc%20%19)c(-c%19cc(F)c(CC)s%19)c%18c%17s%16)s%15)c%15c%14C(=O)c%14c(CC)sc(CC)c%14C%15=O)s%13)sc%12%11)c(-c%11cc(F)c(CC)s%11)c%10c9s8)s7)c7c6C(=O)c6c(CC)sc(CC)c6C7=O)s5)sc4c3c(-c3cc(F)c(CC)s3)c3sc4ccsc4c23)cc1F,CCc1sc(-c2c3sc4cc(-c5ccc(-c6sc(-c7ccc(-c8cc9sc%10c(-c%11cc(F)c(CC)s%11)c%11c(sc%12cc(-c%13ccc(-c%14sc(-c%15ccc(-c%16cc%17sc%18c(-c%19cc(F)c(CC)s%19)c%19c(sc%20cc(-c%21ccc(-c%22sc(-c%23cccs%23)c%23c%22C(=O)c%22c(CC)sc(CC)c%22C%23=O)s%21)sc%20%19)c(-c%19cc(F)c(CC)s%19)c%18c%17s%16)s%15)c%15c%14C(=O)c%14c(CC)sc(CC)c%14C%15=O)s%13)sc%12%11)c(-c%11cc(F)c(CC)s%11)c%10c9s8)s7)c7c6C(=O)c6c(CC)sc(CC)c6C7=O)s5)sc4c3c(-c3cc(F)c(CC)s3)c3sc4ccsc4c23)cc1F,-5.39,-3.57,1.81,584.0,577.0
DRCN5T,CCc1cc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1cc(CC)c(-c2ccc(-c3sc(-c4sc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)cc4CC)cc3CC)s2)s1,CCc1cc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1cc(CC)c(-c2ccc(-c3sc(-c4sc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)cc4CC)cc3CC)s2)s1,-5.22,-3.41,,,
PBDB-TS,CCSc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(SCC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(SCC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(SCC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(SCC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(SCC)s3)c3ccsc23)s1,CCSc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(SCC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(SCC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(SCC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(SCC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(SCC)s3)c3ccsc23)s1,,,,,
PT4FB,CCc1csc(-c2c(F)c(F)c(-c3cc(CC)c(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7sc(-c8c(F)c(F)c(-c9cc(CC)c(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13sc(-c%14c(F)c(F)c(-c%15cc(CC)c(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c(F)c%17F)s%16)s%15)c%15nn(CC)nc%14%15)cc%13CC)s%12)c(F)c%11F)s%10)s9)c9nn(CC)nc89)cc7CC)s6)c(F)c5F)s4)s3)c3nn(CC)nc23)c1,CCc1csc(-c2c(F)c(F)c(-c3cc(CC)c(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7sc(-c8c(F)c(F)c(-c9cc(CC)c(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13sc(-c%14c(F)c(F)c(-c%15cc(CC)c(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c(F)c%17F)s%16)s%15)c%15nn(CC)nc%14%15)cc%13CC)s%12)c(F)c%11F)s%10)s9)c9nn(CC)nc89)cc7CC)s6)c(F)c5F)s4)s3)c3nn(CC)nc23)c1,-5.59,-3.61,,,
P_suman,CCc1ccc(-c2sc(-c3ccc(CC)s3)c3c4cc(-c5cc(-c6ccc(-c7ccc(-c8cc9c(s8)c8sc(-c%10cc(-c%11ccc(-c%12ccc(-c%13cc%14c(s%13)c%13sc(-c%15cc(-c%16ccc(-c%17cccs%17)c%17nsnc%16%17)cs%15)cc%13c%13c(-c%15ccc(CC)s%15)sc(-c%15ccc(CC)s%15)c%14%13)s%12)c%12nsnc%11%12)cs%10)cc8c8c(-c%10ccc(CC)s%10)sc(-c%10ccc(CC)s%10)c98)s7)c7nsnc67)cs5)sc4c4sccc4c23)s1,CCc1ccc(-c2sc(-c3ccc(CC)s3)c3c4cc(-c5cc(-c6ccc(-c7ccc(-c8cc9c(s8)c8sc(-c%10cc(-c%11ccc(-c%12ccc(-c%13cc%14c(s%13)c%13sc(-c%15cc(-c%16ccc(-c%17cccs%17)c%17nsnc%16%17)cs%15)cc%13c%13c(-c%15ccc(CC)s%15)sc(-c%15ccc(CC)s%15)c%14%13)s%12)c%12nsnc%11%12)cs%10)cc8c8c(-c%10ccc(CC)s%10)sc(-c%10ccc(CC)s%10)c98)s7)c7nsnc67)cs5)sc4c4sccc4c23)s1,,,,,
3MT-Th,CCOC(=O)c1ccsc1-c1cc2c(-c3ccc(CC)s3)c3sc(-c4cc(C(=O)OCC)c(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8cc(C(=O)OCC)c(-c9cc%10c(-c%11ccc(CC)s%11)c%11sccc%11c(-c%11ccc(CC)s%11)c%10s9)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)cc3c(-c3ccc(CC)s3)c2s1,CCOC(=O)c1ccsc1-c1cc2c(-c3ccc(CC)s3)c3sc(-c4cc(C(=O)OCC)c(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8cc(C(=O)OCC)c(-c9cc%10c(-c%11ccc(CC)s%11)c%11sccc%11c(-c%11ccc(CC)s%11)c%10s9)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)cc3c(-c3ccc(CC)s3)c2s1,-5.42,-3.4,,,
P3_yang,CCOc1ccc(-c2nc3cc(F)c(F)c(-c4ccc(-c5cc(F)c(-c6cccs6)cc5F)s4)c3nc2-c2ccc(OCC)c(OCC)c2)cc1OCC,CCOc1ccc(-c2nc3cc(F)c(F)c(-c4ccc(-c5cc(F)c(-c6cccs6)cc5F)s4)c3nc2-c2ccc(OCC)c(OCC)c2)cc1OCC,-5.54,-2.98,1.92,593.0,592.0
2TC_TT_BDTFT,CCOC(=O)c1ccsc1-c1cc2sc(-c3sc(-c4cc5c(-c6cc(F)c(CC)s6)c6sc(-c7cc(C(=O)OCC)c(-c8cc9sc(-c%10sc(-c%11cc%12c(-c%13cc(F)c(CC)s%13)c%13sc(-c%14cc(C(=O)OCC)c(-c%15cc%16sc(-c%17sc(-c%18cc%19c(-c%20cc(F)c(CC)s%20)c%20sccc%20c(-c%20cc(F)c(CC)s%20)c%19s%18)cc%17C(=O)OCC)cc%16s%15)s%14)cc%13c(-c%13cc(F)c(CC)s%13)c%12s%11)cc%10C(=O)OCC)cc9s8)s7)cc6c(-c6cc(F)c(CC)s6)c5s4)cc3C(=O)OCC)cc2s1,CCOC(=O)c1ccsc1-c1cc2sc(-c3sc(-c4cc5c(-c6cc(F)c(CC)s6)c6sc(-c7cc(C(=O)OCC)c(-c8cc9sc(-c%10sc(-c%11cc%12c(-c%13cc(F)c(CC)s%13)c%13sc(-c%14cc(C(=O)OCC)c(-c%15cc%16sc(-c%17sc(-c%18cc%19c(-c%20cc(F)c(CC)s%20)c%20sccc%20c(-c%20cc(F)c(CC)s%20)c%19s%18)cc%17C(=O)OCC)cc%16s%15)s%14)cc%13c(-c%13cc(F)c(CC)s%13)c%12s%11)cc%10C(=O)OCC)cc9s8)s7)cc6c(-c6cc(F)c(CC)s6)c5s4)cc3C(=O)OCC)cc2s1,,,,,
PDBT-T1,CCc1ccc(-c2c3sc4cc(-c5ccc(-c6sc(-c7ccc(-c8cc9sc%10c(-c%11ccc(CC)s%11)c%11c(sc%12cc(-c%13ccc(-c%14sc(-c%15ccc(-c%16cc%17sc%18c(-c%19ccc(CC)s%19)c%19c(sc%20cc(-c%21ccc(-c%22sc(-c%23cccs%23)c%23c%22C(=O)c%22c(CC)sc(CC)c%22C%23=O)s%21)sc%20%19)c(-c%19ccc(CC)s%19)c%18c%17s%16)s%15)c%15c%14C(=O)c%14c(CC)sc(CC)c%14C%15=O)s%13)sc%12%11)c(-c%11ccc(CC)s%11)c%10c9s8)s7)c7c6C(=O)c6c(CC)sc(CC)c6C7=O)s5)sc4c3c(-c3ccc(CC)s3)c3sc4ccsc4c23)s1,CCc1ccc(-c2c3sc4cc(-c5ccc(-c6sc(-c7ccc(-c8cc9sc%10c(-c%11ccc(CC)s%11)c%11c(sc%12cc(-c%13ccc(-c%14sc(-c%15ccc(-c%16cc%17sc%18c(-c%19ccc(CC)s%19)c%19c(sc%20cc(-c%21ccc(-c%22sc(-c%23cccs%23)c%23c%22C(=O)c%22c(CC)sc(CC)c%22C%23=O)s%21)sc%20%19)c(-c%19ccc(CC)s%19)c%18c%17s%16)s%15)c%15c%14C(=O)c%14c(CC)sc(CC)c%14C%15=O)s%13)sc%12%11)c(-c%11ccc(CC)s%11)c%10c9s8)s7)c7c6C(=O)c6c(CC)sc(CC)c6C7=O)s5)sc4c3c(-c3ccc(CC)s3)c3sc4ccsc4c23)s1,-5.36,-3.43,,,
PTPDBDT,CCc1ccc(-c2c3cc(-c4sc(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8sc(-c9cc%10c(-c%11ccc(CC)s%11)c%11sc(-c%12scc%13c%12C(=O)N(CC)C%13=O)cc%11c(-c%11ccc(CC)s%11)c%10s9)c9c8C(=O)N(CC)C9=O)cc7c(-c7ccc(CC)s7)c6s5)c5c4C(=O)N(CC)C5=O)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,CCc1ccc(-c2c3cc(-c4sc(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8sc(-c9cc%10c(-c%11ccc(CC)s%11)c%11sc(-c%12scc%13c%12C(=O)N(CC)C%13=O)cc%11c(-c%11ccc(CC)s%11)c%10s9)c9c8C(=O)N(CC)C9=O)cc7c(-c7ccc(CC)s7)c6s5)c5c4C(=O)N(CC)C5=O)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,-5.6,-3.75,1.85,,
P3HT,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,-5.01,-3.12,,522.0,450.0
PTzBI-DT,CCc1cc(C2=c3sc4cc(-c5ccc(-c6c7c(c(-c8cccs8)c8nn(CC)nc68)C(=O)N(CC)C7=O)s5)sc4c3=C(c3cc(CC)c(CC)s3)C3SC4=C[C@H](c5ccc(-c6c7c(c(-c8ccc(-c9cc%10sc%11c(c%10s9)=C(c9cc(CC)c(CC)s9)C9SC%10=C[C@H](c%12ccc(-c%13c%14c(c(-c%15ccc(-c%16cc%17sc%18c(c%17s%16)=C(c%16cc(CC)c(CC)s%16)[C@H]%16SC%17=CCSC%17=C%16C=%18c%16cc(CC)c(CC)s%16)s%15)c%15nn(CC)nc%13%15)C(=O)N(CC)C%14=O)s%12)SC%10=C9C=%11c9cc(CC)c(CC)s9)s8)c8nn(CC)nc68)C(=O)N(CC)C7=O)s5)SC4=C23)sc1CC,CCc1cc(C2=c3sc4cc(-c5ccc(-c6c7c(c(-c8cccs8)c8nn(CC)nc68)C(=O)N(CC)C7=O)s5)sc4c3=C(c3cc(CC)c(CC)s3)C3SC4=C[C@H](c5ccc(-c6c7c(c(-c8ccc(-c9cc%10sc%11c(c%10s9)=C(c9cc(CC)c(CC)s9)C9SC%10=C[C@H](c%12ccc(-c%13c%14c(c(-c%15ccc(-c%16cc%17sc%18c(c%17s%16)=C(c%16cc(CC)c(CC)s%16)[C@H]%16SC%17=CCSC%17=C%16C=%18c%16cc(CC)c(CC)s%16)s%15)c%15nn(CC)nc%13%15)C(=O)N(CC)C%14=O)s%12)SC%10=C9C=%11c9cc(CC)c(CC)s9)s8)c8nn(CC)nc68)C(=O)N(CC)C7=O)s5)SC4=C23)sc1CC,-5.39,-3.51,,,
PffBT4T-B,CCc1csc(-c2c(F)c(F)c(-c3cc(CC)c(-c4ccc(-c5ccc(-c6ccc(-c7sc(-c8c(F)c(F)c(-c9cc(CC)c(-c%10ccc(-c%11ccc(-c%12ccc(-c%13sc(-c%14c(F)c(F)c(-c%15cc(CC)c(-c%16ccc(-c%17ccc(-c%18cccs%18)cc%17)s%16)s%15)c%15nsnc%14%15)cc%13CC)s%12)cc%11)s%10)s9)c9nsnc89)cc7CC)s6)cc5)s4)s3)c3nsnc23)c1,CCc1csc(-c2c(F)c(F)c(-c3cc(CC)c(-c4ccc(-c5ccc(-c6ccc(-c7sc(-c8c(F)c(F)c(-c9cc(CC)c(-c%10ccc(-c%11ccc(-c%12ccc(-c%13sc(-c%14c(F)c(F)c(-c%15cc(CC)c(-c%16ccc(-c%17ccc(-c%18cccs%18)cc%17)s%16)s%15)c%15nsnc%14%15)cc%13CC)s%12)cc%11)s%10)s9)c9nsnc89)cc7CC)s6)cc5)s4)s3)c3nsnc23)c1,-5.61,-3.58,,,
PTBB-p,CCSc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(SCC)cc9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(SCC)cc%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(SCC)cc%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(SCC)cc9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(SCC)cc3)c3ccsc23)cc1,CCSc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(SCC)cc9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(SCC)cc%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(SCC)cc%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(SCC)cc9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(SCC)cc3)c3ccsc23)cc1,-5.41,-3.49,1.84,623.0,
PBDTNS-BDD,CCSc1ccc2cc(-c3c4cc(-c5ccc(-c6sc(-c7ccc(-c8cc9c(-c%10ccc%11cc(SCC)ccc%11c%10)c%10sc(-c%11ccc(-c%12sc(-c%13ccc(-c%14cc%15c(-c%16ccc%17cc(SCC)ccc%17c%16)c%16sc(-c%17ccc(-c%18sc(-c%19cccs%19)c%19c%18C(=O)c%18c(CC)sc(CC)c%18C%19=O)s%17)cc%16c(-c%16ccc%17cc(SCC)ccc%17c%16)c%15s%14)s%13)c%13c%12C(=O)c%12c(CC)sc(CC)c%12C%13=O)s%11)cc%10c(-c%10ccc%11cc(SCC)ccc%11c%10)c9s8)s7)c7c6C(=O)c6c(CC)sc(CC)c6C7=O)s5)sc4c(-c4ccc5cc(SCC)ccc5c4)c4ccsc34)ccc2c1,CCSc1ccc2cc(-c3c4cc(-c5ccc(-c6sc(-c7ccc(-c8cc9c(-c%10ccc%11cc(SCC)ccc%11c%10)c%10sc(-c%11ccc(-c%12sc(-c%13ccc(-c%14cc%15c(-c%16ccc%17cc(SCC)ccc%17c%16)c%16sc(-c%17ccc(-c%18sc(-c%19cccs%19)c%19c%18C(=O)c%18c(CC)sc(CC)c%18C%19=O)s%17)cc%16c(-c%16ccc%17cc(SCC)ccc%17c%16)c%15s%14)s%13)c%13c%12C(=O)c%12c(CC)sc(CC)c%12C%13=O)s%11)cc%10c(-c%10ccc%11cc(SCC)ccc%11c%10)c9s8)s7)c7c6C(=O)c6c(CC)sc(CC)c6C7=O)s5)sc4c(-c4ccc5cc(SCC)ccc5c4)c4ccsc34)ccc2c1,-5.35,-3.54,,,
