Acceptor,Acceptor SMILES,SMILES,HOMO,LUMO,optbg,wavelength_film,wavelength_soln
ATT-1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6sc(CC)cc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3sc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)c5sc(CC)cc35)sc2-4)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6sc(CC)cc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3sc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)c5sc(CC)cc35)sc2-4)cc1,-5.5,-3.63,1.54,,
IT-F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)cc1,-5.66,-3.95,,,
F-H,CCC1(CC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccccc5C2=C(C#N)C#N)cc1C4(CC)CC)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,CCC1(CC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccccc5C2=C(C#N)C#N)cc1C4(CC)CC)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,-5.43,-3.71,1.63,689.0,665.0
FDICTF,CCC1(CC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccccc5C2=C(C#N)C#N)cc1C4(CC)CC)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,CCC1(CC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccccc5C2=C(C#N)C#N)cc1C4(CC)CC)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,-5.43,-3.71,1.63,689.0,665.0
YITI-2F,CCC1(CC)C2=C(c3ccc(-c4ccc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)s4)cc31)C(CC)(CC)c1cc(-c3ccc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)s3)ccc12,CCC1(CC)C2=C(c3ccc(-c4ccc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)s4)cc31)C(CC)(CC)c1cc(-c3ccc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)s3)ccc12,-5.6,-3.92,,,
IDTT2OT-2F,CCOc1c(/C=C2\C(=O)c3ccc(F)cc3C2=C(C#N)C#N)sc(-c2cc3sc4c(c3s2)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc3c(cc2-4)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-3sc3cc(-c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)c(OCC)c4OCC)sc23)c1OCC,CCOc1c(/C=C2\C(=O)c3ccc(F)cc3C2=C(C#N)C#N)sc(-c2cc3sc4c(c3s2)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc3c(cc2-4)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-3sc3cc(-c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)c(OCC)c4OCC)sc23)c1OCC,-5.28,-3.83,1.45,754.0,731.0
IFIC-i-4F,CCOC(=O)c1sc2c(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)sc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CC)cc3)c3ccc(CC)cc3)-c3sc(-c4sc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)c6sc(C(=O)OCC)c(F)c46)cc3C5(c3ccc(CC)cc3)c3ccc(CC)cc3)c2c1F,CCOC(=O)c1sc2c(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)sc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CC)cc3)c3ccc(CC)cc3)-c3sc(-c4sc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)c6sc(C(=O)OCC)c(F)c46)cc3C5(c3ccc(CC)cc3)c3ccc(CC)cc3)c2c1F,-5.42,-3.91,,,
IDTO,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5scc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)c5OC)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3scc(/C=C5\C(=O)c6cscc6C5=C(C#N)C#N)c3OC)sc2-4)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5scc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)c5OC)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3scc(/C=C5\C(=O)c6cscc6C5=C(C#N)C#N)c3OC)sc2-4)cc1,-5.52,-3.84,1.53,723.0,
CPIC-2,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)cc21,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)cc21,-5.3,-3.52,1.31,742.0,764.0
NIDT,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=c6\c(=O)c7ccc8c9c(ccc6c97)C(=O)N(CC(C)C)C8=O)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=c4\c(=O)c5ccc6c7c(ccc4c75)C(=O)N(CC(C)C)C6=O)sc23)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=c6\c(=O)c7ccc8c9c(ccc6c97)C(=O)N(CC(C)C)C8=O)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=c4\c(=O)c5ccc6c7c(ccc4c75)C(=O)N(CC(C)C)C6=O)sc23)cc1,-5.34,-3.58,1.85,618.0,599.0
PFBDT-IDTIC,CCc1sc(-c2c3cc(-c4ccc5c(c4)C(=C(C#N)C#N)/C(=C/c4cc6c(s4)-c4cc7c(cc4C6(CC)CC)-c4sc(/C=C6\C(=O)c8ccc(-c9cc%10c(-c%11cc(F)c(CC)s%11)c%11sc(-c%12ccc%13c(c%12)C(=C(C#N)C#N)/C(=C/c%12cc%14c(s%12)-c%12cc%15c(cc%12C%14(CC)CC)-c%12sc(/C=C%14\C(=O)c%16ccccc%16C%14=C(C#N)C#N)cc%12C%15(CC)CC)C%13=O)cc%11c(-c%11cc(F)c(CC)s%11)c%10s9)cc8C6=C(C#N)C#N)cc4C7(CC)CC)C5=O)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F,CCc1sc(-c2c3cc(-c4ccc5c(c4)C(=C(C#N)C#N)/C(=C/c4cc6c(s4)-c4cc7c(cc4C6(CC)CC)-c4sc(/C=C6\C(=O)c8ccc(-c9cc%10c(-c%11cc(F)c(CC)s%11)c%11sc(-c%12ccc%13c(c%12)C(=C(C#N)C#N)/C(=C/c%12cc%14c(s%12)-c%12cc%15c(cc%12C%14(CC)CC)-c%12sc(/C=C%14\C(=O)c%16ccccc%16C%14=C(C#N)C#N)cc%12C%15(CC)CC)C%13=O)cc%11c(-c%11cc(F)c(CC)s%11)c%10s9)cc8C6=C(C#N)C#N)cc4C7(CC)CC)C5=O)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F,-5.78,-3.85,,,
TTIC-M,CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc3-c3sc4c5c(sc4c32)-c2sc(/C=C3\C(=O)c4ccc(C)cc4C3=C(C#N)C#N)cc2C5(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc3-c3sc4c5c(sc4c32)-c2sc(/C=C3\C(=O)c4ccc(C)cc4C3=C(C#N)C#N)cc2C5(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.3,-3.82,1.44,783.0,746.0
Y1-4F,CCn1nc2c(n1)c1c3sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc4c3n(CC)c1c1c2c2sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3c2n1CC,CCn1nc2c(n1)c1c3sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc4c3n(CC)c1c1c2c2sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3c2n1CC,-5.56,-4.11,,,
NOCIC,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3ccc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC)CC)nn3)cc21,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3ccc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC)CC)nn3)cc21,,,,,
CZTT-IC,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c5cc6c(cc5n(CC)c4cc3-c3sc4cc(/C=C5\C(=O)c7ccccc7C5=C(C#N)C#N)sc4c32)-c2sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3c2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c5cc6c(cc5n(CC)c4cc3-c3sc4cc(/C=C5\C(=O)c7ccccc7C5=C(C#N)C#N)sc4c32)-c2sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3c2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.54,-3.97,1.56,700.0,684.0
HF-TCIC,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3sc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC)CC)c(F)c3F)cc21,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3sc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC)CC)c(F)c3F)cc21,-5.43,-3.83,1.44,706.0,
C8IDT-Br,CCn1c2cc(-c3ccc(/C=C4\C(=O)c5cc(Br)ccc5C4=C(C#N)C#N)s3)ccc2c2ccc(-c3ccc(/C=C4\C(=O)c5cc(Br)ccc5C4=C(C#N)C#N)s3)cc21,CCn1c2cc(-c3ccc(/C=C4\C(=O)c5cc(Br)ccc5C4=C(C#N)C#N)s3)ccc2c2ccc(-c3ccc(/C=C4\C(=O)c5cc(Br)ccc5C4=C(C#N)C#N)s3)cc21,-5.73,-3.86,1.63,662.0,606.0
BT-IC4F,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3ccc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC)CC)c4nsnc34)cc21,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3ccc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC)CC)c4nsnc34)cc21,-5.89,-4.27,1.37,734.0,746.0
CZTT-4F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c5cc6c(cc5n(CC)c4cc3-c3sc4cc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)sc4c32)-c2sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3c2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c5cc6c(cc5n(CC)c4cc3-c3sc4cc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)sc4c32)-c2sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3c2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.61,-4.11,1.48,737.0,706.0
TPDCNC,CCN1C(=O)c2c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc7ccccc7cc6C5=C(C#N)C#N)cc3C4(CC)CC)sc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc7ccccc7cc6C5=C(C#N)C#N)cc3C4(CC)CC)c2C1=O,CCN1C(=O)c2c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc7ccccc7cc6C5=C(C#N)C#N)cc3C4(CC)CC)sc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc7ccccc7cc6C5=C(C#N)C#N)cc3C4(CC)CC)c2C1=O,-5.37,-3.83,,,
ICPDT-4F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c(c32)C(CC)(CC)c2cc(/C=C3\C(=O)c6cc(F)c(F)cc6C3=C(C#N)C#N)sc2-5)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c2C(CC)(CC)c2cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc2-3)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c(c32)C(CC)(CC)c2cc(/C=C3\C(=O)c6cc(F)c(F)cc6C3=C(C#N)C#N)sc2-5)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c2C(CC)(CC)c2cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc2-3)cc1,-5.33,-3.91,,,
Icz-RdCN2,CCn1c(=C(C#N)C#N)s/c(=C\c2ccc(-c3ccc4c5cc6c(cc5n(CC)c4c3)c3ccc(-c4ccc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)c5nsnc45)cc3n6CC)c3nsnc23)c1=O,CCn1c(=C(C#N)C#N)s/c(=C\c2ccc(-c3ccc4c5cc6c(cc5n(CC)c4c3)c3ccc(-c4ccc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)c5nsnc45)cc3n6CC)c3nsnc23)c1=O,-5.58,-3.98,,642.0,582.0
6-IFIC,CCOC(=O)c1sc2c(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)c6sc(C(=O)OCC)c(F)c46)cc3C5(CC)CC)c2c1F,CCOC(=O)c1sc2c(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)c6sc(C(=O)OCC)c(F)c46)cc3C5(CC)CC)c2c1F,-5.34,-4.02,1.27,862.0,799.0
Py-2F,CCc1cc(-c2cc(CC)c3ccc4c(-c5cc(CC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)s5)cc(CC)c5ccc2c3c54)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,CCc1cc(-c2cc(CC)c3ccc4c(-c5cc(CC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)s5)cc(CC)c5ccc2c3c54)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,-5.85,-3.82,1.66,645.0,606.0
SIDIC,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(-c2cc4c(s2)-c2cc5c(cc2C4(CC)CC)-c2sc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)cc2C5(CC)CC)sc1-3,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(-c2cc4c(s2)-c2cc5c(cc2C4(CC)CC)-c2sc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)cc2C5(CC)CC)sc1-3,-5.44,-3.93,1.43,759.0,728.0
p-INPOIC,CCOc1ccc(C2(c3ccc(OCC)cc3)c3cc4c(cc3-c3sc5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(CC)c5c32)C(c2ccc(OCC)cc2)(c2ccc(OCC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,CCOc1ccc(C2(c3ccc(OCC)cc3)c3cc4c(cc3-c3sc5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(CC)c5c32)C(c2ccc(OCC)cc2)(c2ccc(OCC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,-5.38,-4.0,1.37,823.0,779.0
F8IDT-Br,CCC1(CC)c2cc(-c3ccc(/C=C4\C(=O)c5cc(Br)ccc5C4=C(C#N)C#N)s3)ccc2-c2ccc(-c3ccc(/C=C4\C(=O)c5cc(Br)ccc5C4=C(C#N)C#N)s3)cc21,CCC1(CC)c2cc(-c3ccc(/C=C4\C(=O)c5cc(Br)ccc5C4=C(C#N)C#N)s3)ccc2-c2ccc(-c3ccc(/C=C4\C(=O)c5cc(Br)ccc5C4=C(C#N)C#N)s3)cc21,-5.82,-3.87,1.7,638.0,600.0
IDT-2O,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(C)cc4C2=C(C#N)C#N)sc1-3,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(C)cc4C2=C(C#N)C#N)sc1-3,-5.73,-3.85,1.64,706.0,668.0
SN6IC,CCn1c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2c2sc3c(sc4c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5n(CC)c43)c21,CCn1c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2c2sc3c(sc4c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5n(CC)c43)c21,-5.38,-3.93,,,
ITIC-Cl4,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1,-5.5,-3.9,,,
IDT-BOC6,CCOc1cc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccc(CC)cc2)c2ccc(CC)cc2)-c2sc(-c3cc(OCC)c(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3OCC)cc2C4(c2ccc(CC)cc2)c2ccc(CC)cc2)c(OCC)cc1/C=C1\C(=O)c2ccccc2C1=C(C#N)C#N,CCOc1cc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccc(CC)cc2)c2ccc(CC)cc2)-c2sc(-c3cc(OCC)c(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3OCC)cc2C4(c2ccc(CC)cc2)c2ccc(CC)cc2)c(OCC)cc1/C=C1\C(=O)c2ccccc2C1=C(C#N)C#N,-5.51,-3.78,1.63,688.0,
ICIF2F,CCOC(=O)c1sc2c(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)cc3C5(CC)CC)c2c1F,CCOC(=O)c1sc2c(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)cc3C5(CC)CC)c2c1F,-5.45,-4.02,1.36,823.0,760.0
ATT-2,CCOC(=O)c1cc2c(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CC)cc3)c3ccc(CC)cc3)-c3sc(-c4sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)c6cc(C(=O)OCC)sc46)cc3C5(c3ccc(CC)cc3)c3ccc(CC)cc3)c2s1,CCOC(=O)c1cc2c(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CC)cc3)c3ccc(CC)cc3)-c3sc(-c4sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)c6cc(C(=O)OCC)sc46)cc3C5(c3ccc(CC)cc3)c3ccc(CC)cc3)c2s1,-5.5,-3.9,1.32,,
NITT-ThCl,CCOc1c2c(cc3c(OCC)c4c(cc13)C(c1ccc(CC)cc1)(c1ccc(CC)cc1)c1c-4sc3cc(/C=C4\C(=O)c5c(csc5Cl)C4=C(C#N)C#N)sc13)C(c1ccc(CC)cc1)(c1ccc(CC)cc1)c1c-2sc2cc(/C=C3\C(=O)c4c(csc4Cl)C3=C(C#N)C#N)sc12,CCOc1c2c(cc3c(OCC)c4c(cc13)C(c1ccc(CC)cc1)(c1ccc(CC)cc1)c1c-4sc3cc(/C=C4\C(=O)c5c(csc5Cl)C4=C(C#N)C#N)sc13)C(c1ccc(CC)cc1)(c1ccc(CC)cc1)c1c-2sc2cc(/C=C3\C(=O)c4c(csc4Cl)C3=C(C#N)C#N)sc12,-5.71,-4.1,1.55,705.0,692.0
BDTC-4Cl,CCc1ccc(-c2c3cc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)cc4C5(CC)CC)sc3c(-c3ccc(CC)s3)c3cc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)cc4C5(CC)CC)sc23)s1,CCc1ccc(-c2c3cc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)cc4C5(CC)CC)sc3c(-c3ccc(CC)s3)c3cc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)cc4C5(CC)CC)sc23)s1,-5.35,-3.75,,,
ITIC-C9,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,-5.78,-3.97,,,
NITI-SeS,CCc1cc2c(-c3ccc4c(c3)C(CC)(CC)C3=C4C(CC)(CC)c4cc(-c5[se]c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c6sc(CC)cc56)ccc43)[se]c(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)c2s1,CCc1cc2c(-c3ccc4c(c3)C(CC)(CC)C3=C4C(CC)(CC)c4cc(-c5[se]c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c6sc(CC)cc56)ccc43)[se]c(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)c2s1,-5.76,-3.83,,,
TTIC-F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc3-c3sc4c5c(sc4c32)-c2sc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)cc2C5(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc3-c3sc4c5c(sc4c32)-c2sc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)cc2C5(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.34,-3.88,1.35,828.0,756.0
DTNR,CCN1C(=O)/C(=C\c2ccc(-c3cc4c(s3)-c3c(ccc5c6c(ccc35)C(CC)(CC)c3cc(-c5ccc(/C=C7/SC(=S)N(CC)C7=O)c7nsnc57)sc3-6)C4(CC)CC)c3nsnc23)SC1=S,CCN1C(=O)/C(=C\c2ccc(-c3cc4c(s3)-c3c(ccc5c6c(ccc35)C(CC)(CC)c3cc(-c5ccc(/C=C7/SC(=S)N(CC)C7=O)c7nsnc57)sc3-6)C4(CC)CC)c3nsnc23)SC1=S,-5.67,-3.75,1.72,650.0,618.0
