Donor,SMILES,SMILES w/o R_group replacement,SMILES w/o R_group,Big_SMILES,SELFIES
PffBT4T-2OD,Cc1ccc(-c2ccc(-c3sc(-c4c(F)c(F)c(-c5cc([Fe])c(C)s5)c5nsnc45)cc3[Fe])s2)s1,Cc1c([R6])cc(c2c3nsnc3c(c3cc([R6])c(c4sc(c5sc(C)cc5)cc4)s3)c(F)c2F)s1, ,{[$]c1ccc(-c2ccc(-c3sc(-c4c(F)c(F)c(-c5cc([Fe])c([$])s5)c5nsnc45)cc3[Fe])s2)s1},[C][C][=C][C][=C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][S][C][S][C][Branch2][Ring2][Ring2][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][=C][C][=C][C][Branch1][C][Fe][=C][Branch1][C][C][S][Ring1][#Branch1][C][=N][S][N][=C][Ring2][Ring1][C][Ring1][Branch1][=C][C][=Ring2][Ring1][#Branch1][Fe][S][Ring2][Ring1][=N][S][Ring2][Ring2][C]
PBDTTT-EFT,Cc1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc(C)c5c(F)c(C(=O)O[Cr])sc45)cc3c(-c3ccc([Cr])s3)c2s1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c5sc(C(O[R4])=O)c(F)c5c(C)s4)sc3c(c3sc([R4])cc3)c2c1, ,{[$]c1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc([$])c5c(F)c(C(=O)O[Cr])sc45)cc3c(-c3ccc([Cr])s3)c2s1},[C][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch2][Ring1][O][C][S][C][Branch1][C][C][=C][C][Branch1][C][F][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][Cr][S][C][=Ring1][=C][Ring1][#Branch2][=C][C][=Ring2][Ring1][Ring1][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring2][Ring1][S][Ring2][Ring2][=Branch1]
PffT2-FTAZ-2DT,Cc1cc(F)c(-c2sc(-c3sc(-c4c(F)c(F)c(-c5cc([Cd])c(C)s5)c5nn([Pr])nc45)cc3[Cd])cc2F)s1,Cc1sc(c2sc(c3c([R23])cc(c4c5nn([R26])nc5c(c5cc([R23])c(C)s5)c(F)c4F)s3)cc2F)c(F)c1, ,{[$]c1cc(F)c(-c2sc(-c3sc(-c4c(F)c(F)c(-c5cc([Cd])c([$])s5)c5nn([Pr])nc45)cc3[Cd])cc2F)s1},[C][C][=C][C][Branch1][C][F][=C][Branch2][Branch1][#C][C][S][C][Branch2][Branch1][Ring1][C][S][C][Branch2][Ring2][#Branch1][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][=C][C][=C][C][Branch1][C][Cd][=C][Branch1][C][C][S][Ring1][#Branch1][C][=N][N][Branch1][C][Pr][N][=C][Ring2][Ring1][Ring1][Ring1][=Branch1][=C][C][=Ring2][Ring1][Branch2][Cd][=C][C][=Ring2][Ring1][=C][F][S][Ring2][Ring2][Branch1]
PBDT-ST,Cc1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(S[Cr])s6)c6sc(C)cc6c(-c6ccc(S[Cr])s6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1,Cc1sc2c(c3sc(S[R4])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc(S[R4])cc3)c2c1, ,{[$]c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(S[Cr])s6)c6sc([$])cc6c(-c6ccc(S[Cr])s6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1},[C][C][=C][C][=C][Branch2][#Branch1][=N][C][S][C][Branch2][Branch1][=N][C][=C][C][=C][Branch2][Branch1][C][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][Ring1][S][Cr][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][N][C][=C][C][=C][Branch1][Ring1][S][Cr][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][S][Ring2][Ring1][S][=C][C][=Ring2][Ring2][Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Branch1][Branch1]
P2F-EH,CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])c(F)c6)c6sc(C)cc6c(-c6cc(F)c([Cr])c(F)c6)c5s4)s3)c3nn([Cr])nc3c2-c2ccc(C)s2)C1=O,Cc1sc2c(c3cc(F)c([R4])c(F)c3)c3cc(c4ccc(c5c6c(C(N(CCCCCCCC)C6=O)=O)c(c6sc(C)cc6)c6nn([R4])nc56)s4)sc3c(c3cc(F)c([R4])c(F)c3)c2c1, ,{CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])c(F)c6)c6sc([$])cc6c(-c6cc(F)c([Cr])c(F)c6)c5s4)s3)c3nn([Cr])nc3c2-c2ccc([$])s2)C1=O},[C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][=Branch2][Branch2][#Branch1][=C][Branch2][=Branch1][O][C][=C][C][=C][Branch2][Branch1][S][C][=C][C][=C][Branch2][Ring1][C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][C][Branch1][C][F][=C][Ring1][=Branch2][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch2][Ring1][C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][C][Branch1][C][F][=C][Ring1][=Branch2][=C][Ring2][Ring1][N][S][Ring2][Ring1][#C][S][Ring2][Ring2][Ring2][C][=N][N][Branch1][C][Cr][N][=C][Ring1][=Branch1][C][=Ring2][Ring2][=C][C][=C][C][=C][Branch1][C][C][S][Ring1][=Branch1][C][Ring2][Branch1][Branch2][=O]
P2F-EHp,CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])c(F)c6)c6sc(C)cc6c(-c6cc(F)c([Cr])c(F)c6)c5s4)s3)c3nn([Pm])nc3c2-c2ccc(C)s2)C1=O,Cc1sc2c(c3cc(F)c([R4])c(F)c3)c3cc(c4ccc(c5c6c(C(N(CCCCCCCC)C6=O)=O)c(c6sc(C)cc6)c6nn([R28])nc56)s4)sc3c(c3cc(F)c([R4])c(F)c3)c2c1, ,{CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])c(F)c6)c6sc([$])cc6c(-c6cc(F)c([Cr])c(F)c6)c5s4)s3)c3nn([Pm])nc3c2-c2ccc([$])s2)C1=O},[C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][=Branch2][Branch2][#Branch1][=C][Branch2][=Branch1][O][C][=C][C][=C][Branch2][Branch1][S][C][=C][C][=C][Branch2][Ring1][C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][C][Branch1][C][F][=C][Ring1][=Branch2][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch2][Ring1][C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][C][Branch1][C][F][=C][Ring1][=Branch2][=C][Ring2][Ring1][N][S][Ring2][Ring1][#C][S][Ring2][Ring2][Ring2][C][=N][N][Branch1][C][Pm][N][=C][Ring1][=Branch1][C][=Ring2][Ring2][=C][C][=C][C][=C][Branch1][C][C][S][Ring1][=Branch1][C][Ring2][Branch1][Branch2][=O]
P2F-EO,CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])c(F)c6)c6sc(C)cc6c(-c6cc(F)c([Cr])c(F)c6)c5s4)s3)c3nn([Sm])nc3c2-c2ccc(C)s2)C1=O,Cc1sc2c(c3cc(F)c([R4])c(F)c3)c3cc(c4ccc(c5c6c(C(N(CCCCCCCC)C6=O)=O)c(c6sc(C)cc6)c6nn([R29])nc56)s4)sc3c(c3cc(F)c([R4])c(F)c3)c2c1, ,{CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])c(F)c6)c6sc([$])cc6c(-c6cc(F)c([Cr])c(F)c6)c5s4)s3)c3nn([Sm])nc3c2-c2ccc([$])s2)C1=O},[C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][=Branch2][Branch2][#Branch1][=C][Branch2][=Branch1][O][C][=C][C][=C][Branch2][Branch1][S][C][=C][C][=C][Branch2][Ring1][C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][C][Branch1][C][F][=C][Ring1][=Branch2][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch2][Ring1][C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][C][Branch1][C][F][=C][Ring1][=Branch2][=C][Ring2][Ring1][N][S][Ring2][Ring1][#C][S][Ring2][Ring2][Ring2][C][=N][N][Branch1][C][Sm][N][=C][Ring1][=Branch1][C][=Ring2][Ring2][=C][C][=C][C][=C][Branch1][C][C][S][Ring1][=Branch1][C][Ring2][Branch1][Branch2][=O]
PB3T,Cc1cc(C(=O)O[Cr])c(-c2ccc(-c3sc(-c4cc5c(-c6ccc(S[Ti])s6)c6sc(C)cc6c(-c6ccc(S[Ti])s6)c5s4)cc3C(=O)O[Cr])s2)s1,Cc1sc2c(c3sc(S[R2])cc3)c3cc(c4cc(C(O[R4])=O)c(c5sc(c6sc(C)cc6C(O[R4])=O)cc5)s4)sc3c(c3sc(S[R2])cc3)c2c1, ,{[$]c1cc(C(=O)O[Cr])c(-c2ccc(-c3sc(-c4cc5c(-c6ccc(S[Ti])s6)c6sc([$])cc6c(-c6ccc(S[Ti])s6)c5s4)cc3C(=O)O[Cr])s2)s1},[C][C][=C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][Cr][=C][Branch2][=Branch1][=C][C][=C][C][=C][Branch2][=Branch1][Ring1][C][S][C][Branch2][Branch1][C][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][Ring1][S][Ti][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][N][C][=C][C][=C][Branch1][Ring1][S][Ti][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][=C][C][=Ring2][Ring1][S][C][=Branch1][C][=O][O][Cr][S][Ring2][Ring2][=Branch2][S][Ring2][Branch1][C]
PBDBT-2F,Cc1ccc(-c2sc(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])s6)c6sc(C)cc6c(-c6cc(F)c([Cr])s6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5c6c(C(c7c([R4])sc([R4])c7C6=O)=O)c(c6ccc(C)s6)s5)s4)sc3c(c3sc([R4])c(F)c3)c2c1, ,{[$]c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])s6)c6sc([$])cc6c(-c6cc(F)c([Cr])s6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1},[C][C][=C][C][=C][Branch2][#Branch1][P][C][S][C][Branch2][Branch1][P][C][=C][C][=C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][S][Ring2][Ring1][S][=C][C][=Ring2][Ring2][Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Branch1][Branch1]
PBDBT-2F,Cc1ccc(-c2sc(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])s6)c6sc(C)cc6c(-c6cc(F)c([Cr])s6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R4])c(F)c3)c2c1, ,{[$]c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])s6)c6sc([$])cc6c(-c6cc(F)c([Cr])s6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1},[C][C][=C][C][=C][Branch2][#Branch1][P][C][S][C][Branch2][Branch1][P][C][=C][C][=C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][S][Ring2][Ring1][S][=C][C][=Ring2][Ring2][Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Branch1][Branch1]
PTBB-o,Cc1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccccc6S[Cr])c6sc(C)cc6c(-c6ccccc6S[Cr])c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1,Cc1sc2c(c3ccccc3S[R4])c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3ccccc3S[R4])c2c1, ,{[$]c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccccc6S[Cr])c6sc([$])cc6c(-c6ccccc6S[Cr])c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1},[C][C][=C][C][=C][Branch2][#Branch1][O][C][S][C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Cr][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Cr][=C][Ring2][Ring1][#Branch2][S][Ring2][Ring1][=N][S][Ring2][Ring2][C][=C][C][=Ring2][Ring2][#Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Branch1][#Branch1]
PTBB-m,Cc1ccc(-c2sc(-c3ccc(-c4cc5c(-c6cccc(S[Cr])c6)c6sc(C)cc6c(-c6cccc(S[Cr])c6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1,Cc1sc2c(c3cccc(S[R4])c3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3cccc(S[R4])c3)c2c1, ,{[$]c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6cccc(S[Cr])c6)c6sc([$])cc6c(-c6cccc(S[Cr])c6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1},[C][C][=C][C][=C][Branch2][#Branch1][#C][C][S][C][Branch2][Branch1][#C][C][=C][C][=C][Branch2][Branch1][Ring2][C][=C][C][=C][Branch1][=N][C][=C][C][=C][C][Branch1][Ring1][S][Cr][=C][Ring1][Branch2][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][=N][C][=C][C][=C][C][Branch1][Ring1][S][Cr][=C][Ring1][Branch2][=C][Ring2][Ring1][#Branch2][S][Ring2][Ring1][=N][S][Ring2][Ring2][C][=C][C][=Ring2][Ring2][#Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Branch1][#Branch1]
PTBB-p,Cc1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(S[Cr])cc6)c6sc(C)cc6c(-c6ccc(S[Cr])cc6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1,Cc1sc2c(c3ccc(S[R4])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3ccc(S[R4])cc3)c2c1, ,{[$]c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(S[Cr])cc6)c6sc([$])cc6c(-c6ccc(S[Cr])cc6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1},[C][C][=C][C][=C][Branch2][#Branch1][#C][C][S][C][Branch2][Branch1][#C][C][=C][C][=C][Branch2][Branch1][Ring2][C][=C][C][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][S][Cr][C][=C][Ring1][Branch2][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][S][Cr][C][=C][Ring1][Branch2][=C][Ring2][Ring1][#Branch2][S][Ring2][Ring1][=N][S][Ring2][Ring2][C][=C][C][=Ring2][Ring2][#Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Branch1][#Branch1]
PBDS-TZ,Cc1cc2c(-c3ccc([V])s3)c3sc(-c4sc(-c5nc6sc(-c7cc([Cr])c(C)s7)nc6s5)cc4[Cr])cc3c(-c3ccc([V])s3)c2s1,[R3]c1sc(c2c3cc(C)sc3c(c3sc([R3])cc3)c3cc(c4c([R4])cc(c5nc6sc(c7sc(C)c([R4])c7)nc6s5)s4)sc32)cc1, ,{[$]c1cc2c(-c3ccc([V])s3)c3sc(-c4sc(-c5nc6sc(-c7cc([Cr])c([$])s7)nc6s5)cc4[Cr])cc3c(-c3ccc([V])s3)c2s1},[C][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][V][S][Ring1][=Branch1][C][S][C][Branch2][Ring2][Branch2][C][S][C][Branch2][Ring1][N][C][=N][C][S][C][Branch1][=C][C][=C][C][Branch1][C][Cr][=C][Branch1][C][C][S][Ring1][#Branch1][=N][C][=Ring1][N][S][Ring1][#C][=C][C][=Ring2][Ring1][Ring2][Cr][=C][C][=Ring2][Ring1][#Branch2][C][Branch1][O][C][=C][C][=C][Branch1][C][V][S][Ring1][=Branch1][=C][Ring2][Ring2][#Branch2][S][Ring2][Ring2][=N]
PBB-T,Cc1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc(-c5nc6cc7sc(-c8cc([Co])c(C)s8)nc7cc6s5)cc4[Co])cc3c(-c3ccc([Cr])s3)c2s1,[R4]c1sc(c2c3cc(C)sc3c(c3sc([R4])cc3)c3cc(c4c([R7])cc(c5nc6cc7sc(c8sc(C)c([R7])c8)nc7cc6s5)s4)sc32)cc1, ,{[$]c1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc(-c5nc6cc7sc(-c8cc([Co])c([$])s8)nc7cc6s5)cc4[Co])cc3c(-c3ccc([Cr])s3)c2s1},[C][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch2][Ring2][#C][C][S][C][Branch2][Ring2][Ring1][C][=N][C][=C][C][S][C][Branch1][=C][C][=C][C][Branch1][C][Co][=C][Branch1][C][C][S][Ring1][#Branch1][=N][C][=Ring1][N][C][=C][Ring1][S][S][Ring2][Ring1][Ring1][=C][C][=Ring2][Ring1][Branch2][Co][=C][C][=Ring2][Ring1][=C][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring2][=C][S][Ring2][Ring2][P]
PBZ,Cc1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Cr])s6)c6sc(C)cc6c(-c6ccc([Cr])s6)c5s4)s3)c3nn([Sc])nc23)s1,Cc1ccc(c2c3nn([R1])nc3c(c3ccc(c4sc5c(c6sc([R4])cc6)c6cc(C)sc6c(c6sc([R4])cc6)c5c4)s3)c(F)c2F)s1, ,{[$]c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Cr])s6)c6sc([$])cc6c(-c6ccc([Cr])s6)c5s4)s3)c3nn([Sc])nc23)s1},[C][C][=C][C][=C][Branch2][#Branch1][Branch1][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring1][=Branch1][S][Ring2][Ring1][=Branch2][S][Ring2][Ring1][=C][C][=N][N][Branch1][C][Sc][N][=C][Ring2][Ring2][#Branch2][Ring1][=Branch1][S][Ring2][Ring2][#C]
PBZ-Cl,Cc1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(Cl)c([Cr])s6)c6sc(C)cc6c(-c6cc(Cl)c([Cr])s6)c5s4)s3)c3nn([Sc])nc23)s1,Cc1ccc(c2c3nn([R1])nc3c(c3ccc(c4sc5c(c6sc([R4])c(Cl)c6)c6cc(C)sc6c(c6sc([R4])c(Cl)c6)c5c4)s3)c(F)c2F)s1, ,{[$]c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(Cl)c([Cr])s6)c6sc([$])cc6c(-c6cc(Cl)c([Cr])s6)c5s4)s3)c3nn([Sc])nc23)s1},[C][C][=C][C][=C][Branch2][#Branch1][O][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch2][Branch1][P][C][=C][C][=C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch1][=C][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cr][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][=C][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cr][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][S][Ring2][Ring1][S][C][=N][N][Branch1][C][Sc][N][=C][Ring2][Ring2][N][Ring1][=Branch1][S][Ring2][Ring2][P]
PBZ-ClSi,Cc1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(Cl)c([V])s6)c6sc(C)cc6c(-c6cc(Cl)c([V])s6)c5s4)s3)c3nn([Sc])nc23)s1,Cc1ccc(c2c3nn([R1])nc3c(c3ccc(c4sc5c(c6sc([R3])c(Cl)c6)c6cc(C)sc6c(c6sc([R3])c(Cl)c6)c5c4)s3)c(F)c2F)s1, ,{[$]c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(Cl)c([V])s6)c6sc([$])cc6c(-c6cc(Cl)c([V])s6)c5s4)s3)c3nn([Sc])nc23)s1},[C][C][=C][C][=C][Branch2][#Branch1][O][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch2][Branch1][P][C][=C][C][=C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch1][=C][C][=C][C][Branch1][C][Cl][=C][Branch1][C][V][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][=C][C][=C][C][Branch1][C][Cl][=C][Branch1][C][V][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][S][Ring2][Ring1][S][C][=N][N][Branch1][C][Sc][N][=C][Ring2][Ring2][N][Ring1][=Branch1][S][Ring2][Ring2][P]
PT1,Cc1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc(C)c5c4C(=O)c4c([Ti])sc([Ti])c4C5=O)cc3c(-c3ccc([Cr])s3)c2s1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4sc(C)c5c4C(c4c([R2])sc([R2])c4C5=O)=O)sc3c(c3sc([R4])cc3)c2c1, ,{[$]c1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc([$])c5c4C(=O)c4c([Ti])sc([Ti])c4C5=O)cc3c(-c3ccc([Cr])s3)c2s1},[C][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch2][Ring1][S][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][Ti][S][C][Branch1][C][Ti][=C][Ring1][#Branch1][C][Ring1][N][=O][=C][C][=Ring2][Ring1][=Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring2][=Branch1][S][Ring2][Ring2][=Branch2]
PT2,Cc1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc([Cr])s6)c6sc(C)cc6c(-c6ccc([Cr])s6)c5s4)s3)c3c2C(=O)c2c([Ti])sc([Ti])c2C3=O)s1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R2])sc([R2])c5C6=O)=O)s4)sc3c(c3sc([R4])cc3)c2c1, ,{[$]c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc([Cr])s6)c6sc([$])cc6c(-c6ccc([Cr])s6)c5s4)s3)c3c2C(=O)c2c([Ti])sc([Ti])c2C3=O)s1},[C][C][=C][C][=C][Branch2][#Branch1][O][C][S][C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring1][=Branch1][S][Ring2][Ring1][=Branch2][S][Ring2][Ring1][=C][=C][C][=Ring2][Ring2][Ring1][C][=Branch1][C][=O][C][=C][Branch1][C][Ti][S][C][Branch1][C][Ti][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Branch1][Ring1]
