ID,Ref,PCE_max(%),PCE_ave(%),Jsc(mA/cm2),FF,Voc(V),'-HOMO_n(eV),'-LUMO_n(eV),Eg_n(eV),n(SMILES),M (g/mol),'-HOMO_p(eV),'-LUMO_p(eV),Eg_p(eV),p(SMILES),Mw (kg/mol),Mn(kg/mol),PDI
782,355,11.29,10.95,19.79,0.619,0.92,5.51,3.96,1.55,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=C(C=C(C5(CCCCCCCC)CCCCCCCC)C(C6=C5C(C7(CCCCCCCC)CCCCCCCC)=C(C8=CC(C(C(C=C9)=CC=C9CCCCCC)(C%10=C%11SC(/C=C%12/C(C%13=C(C%12=O)C=C(F)C(F)=C%13)=C(C#N)/C#N)=C%10)C(C=C%14)=CC=C%14CCCCCC)=C%11C=C78)S6)=C4)C%15=C2C=C(/C=C%16C(C(C=C(F)C(F)=C%17)=C%17C\\%16=C(C#N)\\C#N)=O)S%15,2018.86,5.23,3.42,1.81,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
783,356,9.23,9.02,15.19,0.664,0.89,5.52,3.82,1.7,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\\%10=C(C#N)\\C#N)=O)=C9)(C%12=CC=CC(CCCCCC)=C%12)C%13=CC(CCCCCC)=CC=C%13)=C8C=C6C(C%14=CC(CCCCCC)=CC=C%14)5C%15=CC=CC(CCCCCC)=C%15,1427.96,5.35,3.02,2.33,CCCCC(CC)CC(S1)=CC=C1C2=C3C(C=C(S3)C4=CC=C(C5=CC6=C(C=C(C7=CC=C(C)S7)C8=NN(CC(CCCC)CCCCCC)N=C86)C9=NN(CC(CCCCCC)CCCC)N=C59)S4)=C(C%10=CC=C(CC(CC)CCCC)S%10)C%11=C2C=C(C)S%11,79,39.3,2.01
784,356,11.02,10.85,16.98,0.687,0.91,5.52,3.82,1.7,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\\%10=C(C#N)\\C#N)=O)=C9)(C%12=CC=CC(CCCCCC)=C%12)C%13=CC(CCCCCC)=CC=C%13)=C8C=C6C(C%14=CC(CCCCCC)=CC=C%14)5C%15=CC=CC(CCCCCC)=C%15,1427.96,5.47,3.2,2.27,CCCCC(CC)CC(S1)=C(F)C=C1C2=C3C(C=C(S3)C4=CC=C(C5=CC6=C(C=C(C7=CC=C(C)S7)C8=NN(CC(CCCC)CCCCCC)N=C86)C9=NN(CC(CCCCCC)CCCC)N=C59)S4)=C(C%10=CC(F)=C(CC(CC)CCCC)S%10)C%11=C2C=C(C)S%11,65.5,37,1.77
785,357,6.1,6,11.13,0.65,0.83,5.26,3.08,2.18,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.48,3.83,1.65,CC1=CC(C(S1)=C2C3=CC=C(CC(CCCCCC)CCCCCCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CCCCCCCC)N=C68)S5)S4)C9=CC=C(CC(CCCCCC)CCCCCCCC)S9,140,70,2
786,357,7.67,7.46,14.59,0.58,0.89,5.26,3.08,2.18,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.33,3.53,1.8,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
787,358,7.54,7.41,13.03,0.622,0.93,5.43,3.53,1.9,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=CC(C5=CC=C(/C=C6C(C(C=CC=C7)=C7C\\6=C(C#N)\\C#N)=O)S5)=C(C8=CC=C(/C=C9C(C(C=CC=C%10)=C%10C\\9=C(C#N)\\C#N)=O)S8)S4)=C2)(C%11=CC=C(CCCCCC)C=C%11)C%12=C3C=C(C(C%13=C%14SC(C%15=CC(C%16=CC=C(/C=C%17C(C(C=CC=C%18)=C%18C\\%17=C(C#N)\\C#N)=O)S%16)=C(C%19=CC=C(/C=C%20C(C(C=CC=C%21)=C%21C\\%20=C(C#N)\\C#N)=O)S%19)S%15)=C%13)(C%22=CC=C(CCCCCC)C=C%22)C%23=CC=C(CCCCCC)C=C%23)C%14=C%12,2216.89,5.31,3.55,1.76,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
788,359,7.6,7.6,14.2,0.531,1.01,5.5,3.8,1.7,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC5=C4C6=CC(C(CCCCCCCC)(CCCCCCCC)C7=C8SC(C9=CC=C(/C=C%10SC(N(CC)C\\%10=O)=S)C%11=NSN=C9%11)=C7)=C8C=C6C5(CCCCCCCC)CCCCCCCC)N(CC)C1=S,1326.02,5.33,2.92,2.41,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
789,360,3.78,3.01,10.87,0.432,0.803,5.48,3.83,1.65,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.39,3.46,1.93,CC1=CC(C(S1)=C2C3=CC=C(CC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(CC(CC)CCCC)S9,26.7,18.8,1.42
790,360,11.53,10.9,17.17,0.702,0.956,5.48,3.83,1.65,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.53,3.59,1.94,CC1=CC(C(S1)=C2C3=CC(Cl)=C(CC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC(Cl)=C(CC(CC)CCCC)S9,61.7,25.8,2.39
791,361,10.3,9.98,19.84,0.651,0.772,5.61,3.92,1.69,O=C1C(C=C(F)C(F)=C2)=C2C(/C1=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C5SC8=C7C(C9=CC=C(CCCCCC)S9)=C(SC%10=C%11SC%12=C%10C(C%13=C%12SC(/C=C%14/C(C%15=C(C=C(F)C(F)=C%15)C%14=O)=C(C#N)\\C#N)=C%13)(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)C%11=C8C%18=CC=C(CCCCCC)S%18)C%19=CC=C(CCCCCC)C=C%19)=C6S3)=C(C#N)/C#N,1944.65,5.22,3.4,1.82,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
792,361,13,12.7,23.81,0.727,0.732,5.57,4,1.57,O=C1C(C=C(F)C(F)=C2)=C2C(/C1=C/C(S3)=CC4=C3C(C5(C(C=C6)=CC=C6CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=C5C9=C(S8)C(C%10=CC=C(S%10)CCCCCC)=C%11C%12=C(C(SC%13=C%14SC(/C=C%15/C(C%16=C(C=C(F)C(F)=C%16)C%15=O)=C(C#N)\\C#N)=C%13)=C%14C(C(C=C%17)=CC=C%17CCCCCC)%12C(C=C%18)=CC=C%18CCCCCC)SC%11=C9C(S%19)=CC=C%19CCCCCC)S4)=C(C#N)/C#N,1944.65,5.22,3.4,1.82,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
793,362,14.7,14.4,21.5,0.75,0.91,5.66,4.19,1.47,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.59,3.67,1.92,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC(C(OCC)=O)=C(C)S6)S5,70.2,27,2.6
794,363,9.72,9.58,15.65,0.711,0.875,5.69,3.91,1.78,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)/C#N)=O)=C7)=C5,1011.4,5.24,3.46,1.78,CC1=CC2=C(C3=CC=C(SCC(CC)CCCC)S3)C=C(C4=C5C=C(C6=C(CCCCCCCC)C=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC(CCCCCCCC)=C(C)S%10)S7)S6)S4)C(C=C5C%11=CC=C(SCC(CC)CCCC)S%11)=C2S1,53.7,21.9,2.45
795,363,8.12,8.2,15.15,0.597,0.907,5.69,3.91,1.78,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)/C#N)=O)=C7)=C5,1011.4,5.29,3.4,1.89,CC1=CC2=C(C3=CC=C(SCC(CC)CCCC)S3)C=C(C4=C5C=C(C6=C(CCCCCCCC)C(SC(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C(S%10)=CC%11=C%10C(CCCCCCCC)=C(C)S%11)S7)=C%12)=C%12S6)S4)C(C=C5C%13=CC=C(SCC(CC)CCCC)S%13)=C2S1,39.8,21.3,1.87
796,363,4.62,4.57,10.63,0.469,0.925,5.69,3.91,1.78,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)/C#N)=O)=C7)=C5,1011.4,5.34,3.46,1.88,CC1=CC2=C(C3=CC=C(SCC(CC)CCCC)C=C3)C=C(C4=C5C=C(C6=C(CCCCCCCC)C=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC(CCCCCCCC)=C(C)S%10)S7)S6)S4)C(C=C5C%11=CC=C(SCC(CC)CCCC)C=C%11)=C2S1,68.5,29,2.36
797,364,8.5,8.3,15.3,0.588,0.95,5.69,3.91,1.78,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)/C#N)=O)=C7)=C5,1011.4,5.52,3.47,2.05,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C(SC6=C7C8=CC(F)=C(CC(CC)CCCC)S8)=CC6=C(C9=CC(F)=C(CC(CC)CCCC)S9)C%10=C7C=C(C)S%10)S5,72.7,30.8,2.36
798,364,5.3,5.1,13.7,0.439,0.88,5.69,3.91,1.78,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)/C#N)=O)=C7)=C5,1011.4,5.45,3.32,2.13,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C)S5,53.2,24.2,2.2
799,365,7.4,7.3,14.1,0.65,0.81,5.58,3.98,1.6,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC(C)=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC(C)=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1456.01,5.3,3.37,1.93,CC(S1)=CC(F)=C1C(S2)=C(F)C=C2C(S3)=CC=C3C(C4=C5N=C(C6=CC=CC(OCC(CC)CCCC)=C6)C(C7=CC(OCC(CC)CCCC)=CC=C7)=N4)=CC8=C5C=C(C9=CC=C(C)S9)C%10=C8N=C(C%11=CC=CC(OCC(CC)CCCC)=C%11)C(C%12=CC(OCC(CC)CCCC)=CC=C%12)=N%10,96,38.4,2.5
800,365,7.5,7.4,14.3,0.66,0.8,5.58,3.98,1.6,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC(C)=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC(C)=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1456.01,5.28,3.38,1.9,CC(S1)=CC(F)=C1C(S2)=C(F)C=C2C(S3)=CC=C3C(C4=C5N=C(C6=CC=CC(OCC(CC)CCCC)=C6)C(C7=CC(OCC(CC)CCCC)=CC=C7)=N4)=CC8=C5C=C(C9=CC=C(C)S9)C%10=C8N=C(C%11=CC=CC(OCC(CC)CCCC)=C%11)C(C%12=CC(OCC(CC)CCCC)=CC=C%12)=N%10,33.1,17.4,1.9
801,366,6.36,6.25,13.12,0.589,0.82,5.66,3.92,1.74,CCCCCCC(C=C1)=CC=C1C2(C(C(SC(/C=C3C(C(C=CC=C4)=C4C\\3=C(C#N)/C#N)=O)=C5)=C5S6)=C6C7=CC(O8)=C(C9=C(C8(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C(SC(/C=C%12C(C(C=CC=C%13)=C%13C\\%12=C(C#N)\\C#N)=O)=C%14)=C%14S9)C=C7O2)C%15=CC=C(CCCCCC)C=C%15,1459.95,5.38,3.11,2.27,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
802,366,8.32,8,17.36,0.719,0.67,5.78,4.06,1.72,CCCCCCC(C=C1)=CC=C1C2(C(C(SC(/C=C3C(C(C=C(F)C(F)=C4)=C4C\\3=C(C#N)/C#N)=O)=C5)=C5S6)=C6C7=CC(O8)=C(C9=C(C8(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C(SC(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C\\%12=C(C#N)\\C#N)=O)=C%14)=C%14S9)C=C7O2)C%15=CC=C(CCCCCC)C=C%15,1531.92,5.38,3.11,2.27,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
803,367,11.63,11.59,18.16,0.726,0.86,5.42,3.81,1.61,O=C(C(C=C1C(C=CC=C1)=C2)=C2C/3=C(C#N)/C#N)C3=C/C4=CC(C5(CC(CC)CCCC)CC(CC)CCCC)=C(S4)C6=C5C=C(S6)C7=C(F)C=C(C(S8)=CC9=C8C(SC(/C=C%10C(C(C=C%11C(C=CC=C%11)=C%12)=C%12C\\%10=C(C#N)\\C#N)=O)=C%13)=C%13C9(CC(CC)CCCC)CC(CC)CCCC)C(F)=C7,1423.96,5.33,3.53,1.8,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
804,368,3.53,3.41,6.29,0.525,1.04,5.31,3.42,1.89,CCCCCCC(C1=C2SC(C3=NC=C(/C=C4SC(N(C/4=O)CC)=S)S3)=C1)(CCCCCC)C5=C2C=C(C(CCCCCC)(CCCCCC)C6=C7SC(C8=NC=C(/C=C9SC(N(C/9=O)CC)=S)S8)=C6)C7=C5,1111.7,5,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82
805,368,5.01,4.88,8.36,0.546,1.02,5.31,3.44,1.87,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=NC=C(/C=C5SC(N(C/5=O)CC)=S)S4)=C2)(C6=CC=C(CCCCCC)C=C6)C7=C3C=C(C(C8=C9SC(C%10=NC=C(/C=C%11SC(N(C/%11=O)CC)=S)S%10)=C8)(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C9=C7,1416.1,5,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82
806,369,11.08,10.83,17.55,0.673,0.939,5.48,3.84,1.64,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.4,3.24,2.16,CCC[Si](CCC)(C1=CC=C(C(C2=C3C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NN(CC(CCCCCC)CCCCCCCC)N=C57)S4)S2)=C8C(SC(C)=C8)=C3C9=CC=C([Si](CCC)(CCC)CCC)S9)S1)CCC,139,56.2,2.47
807,370,8.33,8.04,13.97,0.596,1,5.58,3.98,1.6,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC(C)=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC(C)=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1456.01,5.54,2.81,2.73,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC7=C(C(SC(C)=C8)=C8N(CC(CCCCCC)CCCCCCCC)C7=O)S6)S5,96.1,31.2,3.08
808,370,10.34,10.02,15.95,0.728,0.89,5.58,3.98,1.6,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC(C)=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC(C)=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1456.01,5.4,2.7,2.7,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=C(CCCCCCCC)C=C(C7=CC8=C(C(SC(C9=CC(CCCCCCCC)=C(C)S9)=C%10)=C%10N(CC(CCCCCC)CCCCCCCC)C8=O)S7)S6)S5,139.7,57.5,2.43
809,371,5.58,5.37,14.19,0.674,0.58,5.96,4.29,1.67,CCCCCCC(C=C1)=CC=C1C2(C3=CC(C4=C(O5)C=C(/C=C6C(C(C=C(F)C(F)=C7)=C7C\\6=C(C#N)\\C#N)=O)S4)=C(C5(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)C=C3C%10=C(O2)C=C(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\\%11=C(C#N)/C#N)=O)S%10)C%13=CC=C(CCCCCC)C=C%13,1419.75,5.39,3.12,2.27,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
810,371,7.66,7.37,17.58,0.61,0.71,5.51,3.95,1.56,CCCCCCC(C=C1)=CC=C1C2(C3=CC(C4=C(O5)C=C(C6=C(OCCCCCCCC)C=C(/C=C7C(C(C=C(F)C(F)=C8)=C8C\\7=C(C#N)\\C#N)=O)S6)S4)=C(C5(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)C=C3C%11=C(O2)C=C(C%12=C(OCCCCCCCC)C=C(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\\%13=C(C#N)/C#N)=O)S%12)S%11)C%15=CC=C(CCCCCC)C=C%15,1840.42,5.39,3.12,2.27,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
811,371,9.73,9.37,20.71,0.637,0.74,5.55,3.92,1.63,CCCCCCC(C=C1)=CC=C1C2(C3=CC(C4=C(O5)C=C(C6=C(SCCCCCCCC)C=C(/C=C7C(C(C=C(F)C(F)=C8)=C8C\\7=C(C#N)\\C#N)=O)S6)S4)=C(C5(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)C=C3C%11=C(O2)C=C(C%12=C(SCCCCCCCC)C=C(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\\%13=C(C#N)/C#N)=O)S%12)S%11)C%15=CC=C(CCCCCC)C=C%15,1872.54,5.39,3.12,2.27,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
812,372,9.61,9.4,18.12,0.711,0.746,5.57,3.92,1.65,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=C(SC(C4=C5C6=CC=C(CC(CC)CCCC)S6)=C(C7=CC=C(CC(CCCC)CC)S7)C8=C5SC9=C8C(C%10=C9SC(/C=C%11/C(C(C=C%12F)=C(C%11=O)C=C%12F)=C(C#N)/C#N)=C%10)(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=C2C=C(/C=C%16C(C(C=C(F)C(F)=C%17)=C%17C\\%16=C(C#N)/C#N)=O)S%15,1888.59,5.23,3.52,1.71,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
813,372,10.85,10.69,23.54,0.634,0.727,5.45,4.07,1.38,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\\5=C(C#N)\\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)/C#N)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,1808.42,5.23,3.52,1.71,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
