Donor,Acceptor,PCE_percent,calc_PCE_percent,Voc_V,FF_percent,DA_manual_tokenized,DA_manual_tokenized_aug
PBDB-T,DF-PCIC,11.63,11.34,0.86,72.62,"[0, 0, 49, 7, 100, 9, 1, 222, 7, 260, 7, 259, 7, 258, 7, 222]","[[0, 0, 49, 7, 100, 9, 1, 222, 7, 260, 7, 259, 7, 258, 7, 222], [0, 0, 9, 49, 7, 100, 1, 222, 7, 260, 7, 259, 7, 258, 7, 222], [0, 0, 100, 9, 49, 7, 1, 222, 7, 260, 7, 259, 7, 258, 7, 222], [0, 0, 7, 100, 9, 49, 1, 222, 7, 260, 7, 259, 7, 258, 7, 222]]"
PTB7-Th,ITCT,10.42,10.35,0.95,72.0,"[0, 0, 0, 0, 0, 0, 49, 101, 1, 255, 79, 219, 221, 219, 79, 255]","[[0, 0, 0, 0, 0, 0, 49, 101, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 0, 0, 101, 49, 1, 255, 79, 219, 221, 219, 79, 255]]"
PTB7-Th,IEICO-4F,10.0,9.95,0.74,59.0,"[0, 0, 0, 0, 49, 101, 1, 217, 229, 7, 219, 221, 219, 7, 229, 217]","[[0, 0, 0, 0, 49, 101, 1, 217, 229, 7, 219, 221, 219, 7, 229, 217], [0, 0, 0, 0, 101, 49, 1, 217, 229, 7, 219, 221, 219, 7, 229, 217]]"
PTQ10,IDIC,12.7,12.7,0.969,73.6,"[0, 0, 0, 0, 0, 0, 9, 169, 1, 222, 7, 234, 221, 234, 7, 222]","[[0, 0, 0, 0, 0, 0, 9, 169, 1, 222, 7, 234, 221, 234, 7, 222], [0, 0, 0, 0, 0, 0, 169, 9, 1, 222, 7, 234, 221, 234, 7, 222]]"
PBDB-T,IDTTIC,11.2,11.19,0.919,70.4,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 79, 360, 221, 361, 79, 222]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 79, 360, 221, 361, 79, 222], [0, 0, 0, 0, 9, 49, 7, 100, 1, 222, 79, 360, 221, 361, 79, 222], [0, 0, 0, 0, 100, 9, 49, 7, 1, 222, 79, 360, 221, 361, 79, 222], [0, 0, 0, 0, 7, 100, 9, 49, 1, 222, 79, 360, 221, 361, 79, 222]]"
PTB7-Th,ITIC,7.62,7.62,0.822,66.2,"[0, 0, 0, 0, 0, 0, 49, 101, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 0, 0, 49, 101, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 0, 0, 101, 49, 1, 222, 79, 219, 221, 219, 79, 222]]"
P3HT,DTFBR,3.68,3.59,0.71,62.0,"[41, 40, 40, 194, 1, 240, 289, 7, 219, 221, 234, 221, 219, 7, 289, 240]","[[41, 40, 40, 194, 1, 240, 289, 7, 219, 221, 234, 221, 219, 7, 289, 240], [194, 41, 40, 40, 1, 240, 289, 7, 219, 221, 234, 221, 219, 7, 289, 240], [40, 194, 41, 40, 1, 240, 289, 7, 219, 221, 234, 221, 219, 7, 289, 240], [40, 40, 194, 41, 1, 240, 289, 7, 219, 221, 234, 221, 219, 7, 289, 240]]"
PBT1-C,TPT-2F,8.33,9.28,0.974,68.6,"[0, 0, 0, 0, 164, 7, 100, 9, 1, 264, 7, 219, 221, 219, 7, 264]","[[0, 0, 0, 0, 164, 7, 100, 9, 1, 264, 7, 219, 221, 219, 7, 264], [0, 0, 0, 0, 9, 164, 7, 100, 1, 264, 7, 219, 221, 219, 7, 264], [0, 0, 0, 0, 100, 9, 164, 7, 1, 264, 7, 219, 221, 219, 7, 264], [0, 0, 0, 0, 7, 100, 9, 164, 1, 264, 7, 219, 221, 219, 7, 264]]"
PBDB-T,ITBTR-C2,6.96,6.96,0.89,58.42,"[0, 0, 49, 7, 100, 9, 1, 236, 56, 79, 219, 221, 219, 79, 56, 236]","[[0, 0, 49, 7, 100, 9, 1, 236, 56, 79, 219, 221, 219, 79, 56, 236], [0, 0, 9, 49, 7, 100, 1, 236, 56, 79, 219, 221, 219, 79, 56, 236], [0, 0, 100, 9, 49, 7, 1, 236, 56, 79, 219, 221, 219, 79, 56, 236], [0, 0, 7, 100, 9, 49, 1, 236, 56, 79, 219, 221, 219, 79, 56, 236]]"
PBDB-T,ITBTR-C4,7.33,7.19,0.9,54.15,"[0, 0, 49, 7, 100, 9, 1, 362, 56, 79, 219, 221, 219, 79, 56, 362]","[[0, 0, 49, 7, 100, 9, 1, 362, 56, 79, 219, 221, 219, 79, 56, 362], [0, 0, 9, 49, 7, 100, 1, 362, 56, 79, 219, 221, 219, 79, 56, 362], [0, 0, 100, 9, 49, 7, 1, 362, 56, 79, 219, 221, 219, 79, 56, 362], [0, 0, 7, 100, 9, 49, 1, 362, 56, 79, 219, 221, 219, 79, 56, 362]]"
PBDB-T,ITBTR-C6,8.18,8.09,0.89,57.83,"[0, 0, 49, 7, 100, 9, 1, 338, 56, 79, 219, 221, 219, 79, 56, 338]","[[0, 0, 49, 7, 100, 9, 1, 338, 56, 79, 219, 221, 219, 79, 56, 338], [0, 0, 9, 49, 7, 100, 1, 338, 56, 79, 219, 221, 219, 79, 56, 338], [0, 0, 100, 9, 49, 7, 1, 338, 56, 79, 219, 221, 219, 79, 56, 338], [0, 0, 7, 100, 9, 49, 1, 338, 56, 79, 219, 221, 219, 79, 56, 338]]"
PBDB-T,ITBTR-C8,7.85,7.76,0.9,58.47,"[0, 0, 49, 7, 100, 9, 1, 226, 56, 79, 219, 221, 219, 79, 56, 226]","[[0, 0, 49, 7, 100, 9, 1, 226, 56, 79, 219, 221, 219, 79, 56, 226], [0, 0, 9, 49, 7, 100, 1, 226, 56, 79, 219, 221, 219, 79, 56, 226], [0, 0, 100, 9, 49, 7, 1, 226, 56, 79, 219, 221, 219, 79, 56, 226], [0, 0, 7, 100, 9, 49, 1, 226, 56, 79, 219, 221, 219, 79, 56, 226]]"
PBDB-T2Cl,IDIC-4F,7.1,7.08,0.88,61.91,"[0, 0, 0, 0, 138, 7, 100, 9, 1, 217, 7, 219, 221, 219, 7, 217]","[[0, 0, 0, 0, 138, 7, 100, 9, 1, 217, 7, 219, 221, 219, 7, 217], [0, 0, 0, 0, 9, 138, 7, 100, 1, 217, 7, 219, 221, 219, 7, 217], [0, 0, 0, 0, 100, 9, 138, 7, 1, 217, 7, 219, 221, 219, 7, 217], [0, 0, 0, 0, 7, 100, 9, 138, 1, 217, 7, 219, 221, 219, 7, 217]]"
PBDB-T,IT-M,11.74,11.72,0.95,72.0,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 230, 79, 219, 221, 219, 79, 230]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 9, 49, 7, 100, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 100, 9, 49, 7, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 7, 100, 9, 49, 1, 230, 79, 219, 221, 219, 79, 230]]"
PBDB-T-BO,IT-M,10.78,10.86,0.97,71.0,"[0, 0, 0, 0, 165, 7, 100, 9, 1, 230, 79, 219, 221, 219, 79, 230]","[[0, 0, 0, 0, 165, 7, 100, 9, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 9, 165, 7, 100, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 100, 9, 165, 7, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 7, 100, 9, 165, 1, 230, 79, 219, 221, 219, 79, 230]]"
PTB7-Th,IDT-BT-R2,8.82,8.84,1.04,62.64,"[0, 0, 0, 0, 49, 101, 1, 240, 56, 7, 219, 221, 219, 7, 56, 240]","[[0, 0, 0, 0, 49, 101, 1, 240, 56, 7, 219, 221, 219, 7, 56, 240], [0, 0, 0, 0, 101, 49, 1, 240, 56, 7, 219, 221, 219, 7, 56, 240]]"
PTB7-Th,IDT-BT-RF3,8.4,8.38,1.02,61.03,"[0, 0, 0, 0, 49, 101, 1, 242, 56, 7, 219, 221, 219, 7, 56, 242]","[[0, 0, 0, 0, 49, 101, 1, 242, 56, 7, 219, 221, 219, 7, 56, 242], [0, 0, 0, 0, 101, 49, 1, 242, 56, 7, 219, 221, 219, 7, 56, 242]]"
PTB7-Th,IDT-BT-RO,7.59,7.58,0.89,58.88,"[0, 0, 0, 0, 49, 101, 1, 243, 56, 7, 219, 221, 219, 7, 56, 243]","[[0, 0, 0, 0, 49, 101, 1, 243, 56, 7, 219, 221, 219, 7, 56, 243], [0, 0, 0, 0, 101, 49, 1, 243, 56, 7, 219, 221, 219, 7, 56, 243]]"
PTB7-Th,IDT-BT-RN,6.78,6.67,1.1,52.29,"[0, 0, 0, 0, 49, 101, 1, 244, 56, 7, 219, 221, 219, 7, 56, 244]","[[0, 0, 0, 0, 49, 101, 1, 244, 56, 7, 219, 221, 219, 7, 56, 244], [0, 0, 0, 0, 101, 49, 1, 244, 56, 7, 219, 221, 219, 7, 56, 244]]"
PBDB-T,IDT-O-IC,6.23,6.22,0.84,63.0,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 245, 221, 245, 7, 222]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 245, 221, 245, 7, 222], [0, 0, 0, 0, 9, 49, 7, 100, 1, 222, 7, 245, 221, 245, 7, 222], [0, 0, 0, 0, 100, 9, 49, 7, 1, 222, 7, 245, 221, 245, 7, 222], [0, 0, 0, 0, 7, 100, 9, 49, 1, 222, 7, 245, 221, 245, 7, 222]]"
PBDB-T,spiro-IDT-O-IC,4.74,4.71,0.83,55.0,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 246, 221, 246, 7, 222]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 246, 221, 246, 7, 222], [0, 0, 0, 0, 9, 49, 7, 100, 1, 222, 7, 246, 221, 246, 7, 222], [0, 0, 0, 0, 100, 9, 49, 7, 1, 222, 7, 246, 221, 246, 7, 222], [0, 0, 0, 0, 7, 100, 9, 49, 1, 222, 7, 246, 221, 246, 7, 222]]"
PBDB-T,ICBF-O,3.11,3.08,1.06,42.6,"[0, 0, 49, 7, 100, 9, 1, 222, 3, 221, 225, 221, 225, 221, 3, 222]","[[0, 0, 49, 7, 100, 9, 1, 222, 3, 221, 225, 221, 225, 221, 3, 222], [0, 0, 9, 49, 7, 100, 1, 222, 3, 221, 225, 221, 225, 221, 3, 222], [0, 0, 100, 9, 49, 7, 1, 222, 3, 221, 225, 221, 225, 221, 3, 222], [0, 0, 7, 100, 9, 49, 1, 222, 3, 221, 225, 221, 225, 221, 3, 222]]"
PBDB-T,ICBF,6.07,6.13,0.99,60.1,"[0, 0, 49, 7, 100, 9, 1, 222, 7, 221, 225, 221, 225, 221, 7, 222]","[[0, 0, 49, 7, 100, 9, 1, 222, 7, 221, 225, 221, 225, 221, 7, 222], [0, 0, 9, 49, 7, 100, 1, 222, 7, 221, 225, 221, 225, 221, 7, 222], [0, 0, 100, 9, 49, 7, 1, 222, 7, 221, 225, 221, 225, 221, 7, 222], [0, 0, 7, 100, 9, 49, 1, 222, 7, 221, 225, 221, 225, 221, 7, 222]]"
PBDB-T,FICBF-O,5.54,5.54,0.96,54.5,"[0, 0, 49, 7, 100, 9, 1, 217, 3, 221, 225, 221, 225, 221, 3, 217]","[[0, 0, 49, 7, 100, 9, 1, 217, 3, 221, 225, 221, 225, 221, 3, 217], [0, 0, 9, 49, 7, 100, 1, 217, 3, 221, 225, 221, 225, 221, 3, 217], [0, 0, 100, 9, 49, 7, 1, 217, 3, 221, 225, 221, 225, 221, 3, 217], [0, 0, 7, 100, 9, 49, 1, 217, 3, 221, 225, 221, 225, 221, 3, 217]]"
PBDB-T,FICBF,7.41,7.41,0.87,67.0,"[0, 0, 49, 7, 100, 9, 1, 217, 7, 221, 225, 221, 225, 221, 7, 217]","[[0, 0, 49, 7, 100, 9, 1, 217, 7, 221, 225, 221, 225, 221, 7, 217], [0, 0, 9, 49, 7, 100, 1, 217, 7, 221, 225, 221, 225, 221, 7, 217], [0, 0, 100, 9, 49, 7, 1, 217, 7, 221, 225, 221, 225, 221, 7, 217], [0, 0, 7, 100, 9, 49, 1, 217, 7, 221, 225, 221, 225, 221, 7, 217]]"
PTB7-Th,BT-SFIC,9.12,9.52,0.77,67.0,"[0, 0, 0, 0, 0, 0, 49, 101, 1, 264, 7, 219, 372, 219, 7, 264]","[[0, 0, 0, 0, 0, 0, 49, 101, 1, 264, 7, 219, 372, 219, 7, 264], [0, 0, 0, 0, 0, 0, 101, 49, 1, 264, 7, 219, 372, 219, 7, 264]]"
PTB7-Th,BT-FIC,9.8,10.1,0.73,65.0,"[0, 0, 0, 0, 49, 101, 1, 217, 7, 219, 218, 235, 218, 219, 7, 217]","[[0, 0, 0, 0, 49, 101, 1, 217, 7, 219, 218, 235, 218, 219, 7, 217], [0, 0, 0, 0, 101, 49, 1, 217, 7, 219, 218, 235, 218, 219, 7, 217]]"
PBZ-TS,ITIC,8.08,8.11,0.93,52.1,"[0, 0, 0, 0, 14, 172, 20, 173, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 14, 172, 20, 173, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 173, 14, 172, 20, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 20, 173, 14, 172, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 172, 20, 173, 14, 1, 222, 79, 219, 221, 219, 79, 222]]"
PBT1-EH,IDTCN,8.69,8.54,0.93,70.2,"[0, 0, 0, 0, 14, 7, 174, 9, 1, 255, 7, 219, 221, 219, 7, 255]","[[0, 0, 0, 0, 14, 7, 174, 9, 1, 255, 7, 219, 221, 219, 7, 255], [0, 0, 0, 0, 9, 14, 7, 174, 1, 255, 7, 219, 221, 219, 7, 255], [0, 0, 0, 0, 174, 9, 14, 7, 1, 255, 7, 219, 221, 219, 7, 255], [0, 0, 0, 0, 7, 174, 9, 14, 1, 255, 7, 219, 221, 219, 7, 255]]"
PBDB-T,IDT-T,6.36,6.36,0.952,59.62,"[0, 0, 49, 7, 100, 9, 1, 222, 7, 7, 219, 221, 219, 7, 7, 222]","[[0, 0, 49, 7, 100, 9, 1, 222, 7, 7, 219, 221, 219, 7, 7, 222], [0, 0, 9, 49, 7, 100, 1, 222, 7, 7, 219, 221, 219, 7, 7, 222], [0, 0, 100, 9, 49, 7, 1, 222, 7, 7, 219, 221, 219, 7, 7, 222], [0, 0, 7, 100, 9, 49, 1, 222, 7, 7, 219, 221, 219, 7, 7, 222]]"
PBDB-T,IDT-3MT,8.4,8.41,0.95,61.32,"[0, 0, 49, 7, 100, 9, 1, 222, 250, 7, 219, 221, 219, 7, 250, 222]","[[0, 0, 49, 7, 100, 9, 1, 222, 250, 7, 219, 221, 219, 7, 250, 222], [0, 0, 9, 49, 7, 100, 1, 222, 250, 7, 219, 221, 219, 7, 250, 222], [0, 0, 100, 9, 49, 7, 1, 222, 250, 7, 219, 221, 219, 7, 250, 222], [0, 0, 7, 100, 9, 49, 1, 222, 250, 7, 219, 221, 219, 7, 250, 222]]"
PBDB-T,SiIDT-IC,8.16,8.16,0.92,65.56,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 251, 221, 251, 7, 222]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 251, 221, 251, 7, 222], [0, 0, 0, 0, 9, 49, 7, 100, 1, 222, 7, 251, 221, 251, 7, 222], [0, 0, 0, 0, 100, 9, 49, 7, 1, 222, 7, 251, 221, 251, 7, 222], [0, 0, 0, 0, 7, 100, 9, 49, 1, 222, 7, 251, 221, 251, 7, 222]]"
PBDB-T,IDTBOR,7.74,7.78,0.89,54.67,"[0, 0, 49, 7, 100, 9, 1, 240, 252, 7, 234, 221, 234, 7, 252, 240]","[[0, 0, 49, 7, 100, 9, 1, 240, 252, 7, 234, 221, 234, 7, 252, 240], [0, 0, 9, 49, 7, 100, 1, 240, 252, 7, 234, 221, 234, 7, 252, 240], [0, 0, 100, 9, 49, 7, 1, 240, 252, 7, 234, 221, 234, 7, 252, 240], [0, 0, 7, 100, 9, 49, 1, 240, 252, 7, 234, 221, 234, 7, 252, 240]]"
PBDB-T,TTIC,10.61,10.63,0.77,62.0,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 219, 79, 219, 7, 222]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 219, 79, 219, 7, 222], [0, 0, 0, 0, 9, 49, 7, 100, 1, 222, 7, 219, 79, 219, 7, 222], [0, 0, 0, 0, 100, 9, 49, 7, 1, 222, 7, 219, 79, 219, 7, 222], [0, 0, 0, 0, 7, 100, 9, 49, 1, 222, 7, 219, 79, 219, 7, 222]]"
PBDB-T,TTIC-M,11.48,11.49,0.8,70.0,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 230, 7, 219, 79, 219, 7, 230]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 230, 7, 219, 79, 219, 7, 230], [0, 0, 0, 0, 9, 49, 7, 100, 1, 230, 7, 219, 79, 219, 7, 230], [0, 0, 0, 0, 100, 9, 49, 7, 1, 230, 7, 219, 79, 219, 7, 230], [0, 0, 0, 0, 7, 100, 9, 49, 1, 230, 7, 219, 79, 219, 7, 230]]"
J52,ITIC,3.78,3.77,0.803,43.2,"[0, 0, 0, 0, 10, 7, 8, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 10, 7, 8, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 10, 7, 8, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 8, 9, 10, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 8, 9, 10, 1, 222, 79, 219, 221, 219, 79, 222]]"
J52-Cl,ITIC,11.53,11.52,0.956,70.2,"[0, 0, 0, 0, 175, 7, 8, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 175, 7, 8, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 175, 7, 8, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 8, 9, 175, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 8, 9, 175, 1, 222, 79, 219, 221, 219, 79, 222]]"
PBDB-T,IDTT2F,8.85,8.85,0.81,59.0,"[0, 0, 49, 7, 100, 9, 1, 217, 7, 7, 219, 221, 219, 7, 7, 217]","[[0, 0, 49, 7, 100, 9, 1, 217, 7, 7, 219, 221, 219, 7, 7, 217], [0, 0, 9, 49, 7, 100, 1, 217, 7, 7, 219, 221, 219, 7, 7, 217], [0, 0, 100, 9, 49, 7, 1, 217, 7, 7, 219, 221, 219, 7, 7, 217], [0, 0, 7, 100, 9, 49, 1, 217, 7, 7, 219, 221, 219, 7, 7, 217]]"
PBDB-T,IDTOT2F,12.79,12.77,0.85,72.0,"[0, 0, 49, 7, 100, 9, 1, 217, 7, 254, 219, 221, 219, 254, 7, 217]","[[0, 0, 49, 7, 100, 9, 1, 217, 7, 254, 219, 221, 219, 254, 7, 217], [0, 0, 9, 49, 7, 100, 1, 217, 7, 254, 219, 221, 219, 254, 7, 217], [0, 0, 100, 9, 49, 7, 1, 217, 7, 254, 219, 221, 219, 254, 7, 217], [0, 0, 7, 100, 9, 49, 1, 217, 7, 254, 219, 221, 219, 254, 7, 217]]"
PBDB-T,IDTIC,6.05,6.03,0.89,61.9,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 360, 221, 361, 7, 222]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 7, 360, 221, 361, 7, 222], [0, 0, 0, 0, 9, 49, 7, 100, 1, 222, 7, 360, 221, 361, 7, 222], [0, 0, 0, 0, 100, 9, 49, 7, 1, 222, 7, 360, 221, 361, 7, 222], [0, 0, 0, 0, 7, 100, 9, 49, 1, 222, 7, 360, 221, 361, 7, 222]]"
PBDB-T,ITIC,9.94,9.94,0.897,65.5,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 49, 7, 100, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 100, 9, 49, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 100, 9, 49, 1, 222, 79, 219, 221, 219, 79, 222]]"
PBDB-T,ITCT,10.99,10.99,0.85,72.3,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 255, 79, 219, 221, 219, 79, 255]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 9, 49, 7, 100, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 100, 9, 49, 7, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 7, 100, 9, 49, 1, 255, 79, 219, 221, 219, 79, 255]]"
P3HT,IDT-RCN,3.42,3.44,0.69,63.0,"[0, 0, 41, 40, 40, 194, 1, 236, 56, 7, 219, 221, 219, 7, 56, 236]","[[0, 0, 41, 40, 40, 194, 1, 236, 56, 7, 219, 221, 219, 7, 56, 236], [0, 0, 194, 41, 40, 40, 1, 236, 56, 7, 219, 221, 219, 7, 56, 236], [0, 0, 40, 194, 41, 40, 1, 236, 56, 7, 219, 221, 219, 7, 56, 236], [0, 0, 40, 40, 194, 41, 1, 236, 56, 7, 219, 221, 219, 7, 56, 236]]"
PBDB-T,IDTO-Se-4F,10.67,10.67,0.831,69.2,"[0, 0, 49, 7, 100, 9, 1, 217, 257, 373, 219, 221, 219, 373, 257, 217]","[[0, 0, 49, 7, 100, 9, 1, 217, 257, 373, 219, 221, 219, 373, 257, 217], [0, 0, 9, 49, 7, 100, 1, 217, 257, 373, 219, 221, 219, 373, 257, 217], [0, 0, 100, 9, 49, 7, 1, 217, 257, 373, 219, 221, 219, 373, 257, 217], [0, 0, 7, 100, 9, 49, 1, 217, 257, 373, 219, 221, 219, 373, 257, 217]]"
PBDB-T,IDTO-TT-4F,10.21,10.22,0.856,69.4,"[0, 0, 49, 7, 100, 9, 1, 217, 79, 373, 219, 221, 219, 373, 79, 217]","[[0, 0, 49, 7, 100, 9, 1, 217, 79, 373, 219, 221, 219, 373, 79, 217], [0, 0, 9, 49, 7, 100, 1, 217, 79, 373, 219, 221, 219, 373, 79, 217], [0, 0, 100, 9, 49, 7, 1, 217, 79, 373, 219, 221, 219, 373, 79, 217], [0, 0, 7, 100, 9, 49, 1, 217, 79, 373, 219, 221, 219, 373, 79, 217]]"
PBDB-T,IDT2Se,9.11,9.11,0.88,59.8,"[0, 0, 49, 7, 100, 9, 1, 222, 257, 7, 219, 221, 219, 7, 257, 222]","[[0, 0, 49, 7, 100, 9, 1, 222, 257, 7, 219, 221, 219, 7, 257, 222], [0, 0, 9, 49, 7, 100, 1, 222, 257, 7, 219, 221, 219, 7, 257, 222], [0, 0, 100, 9, 49, 7, 1, 222, 257, 7, 219, 221, 219, 7, 257, 222], [0, 0, 7, 100, 9, 49, 1, 222, 257, 7, 219, 221, 219, 7, 257, 222]]"
PBDB-T,IDT2Se-4F,11.03,11.03,0.79,65.4,"[0, 0, 49, 7, 100, 9, 1, 217, 257, 7, 219, 221, 219, 7, 257, 217]","[[0, 0, 49, 7, 100, 9, 1, 217, 257, 7, 219, 221, 219, 7, 257, 217], [0, 0, 9, 49, 7, 100, 1, 217, 257, 7, 219, 221, 219, 7, 257, 217], [0, 0, 100, 9, 49, 7, 1, 217, 257, 7, 219, 221, 219, 7, 257, 217], [0, 0, 7, 100, 9, 49, 1, 217, 257, 7, 219, 221, 219, 7, 257, 217]]"
PBDT-Se-TAZ,ITIC,10.07,10.07,0.81,66.7,"[0, 0, 0, 0, 176, 7, 177, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 176, 7, 177, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 176, 7, 177, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 177, 9, 176, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 177, 9, 176, 1, 222, 79, 219, 221, 219, 79, 222]]"
PBDTS-Se-TAZ,ITIC,12.31,12.31,0.84,75.1,"[0, 0, 0, 0, 178, 7, 17, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 178, 7, 17, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 178, 7, 17, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 17, 9, 178, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 17, 9, 178, 1, 222, 79, 219, 221, 219, 79, 222]]"
PBDB-TF,IT-M,10.5,10.47,1.02,65.0,"[0, 0, 0, 0, 99, 7, 100, 9, 1, 230, 79, 219, 221, 219, 79, 230]","[[0, 0, 0, 0, 99, 7, 100, 9, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 9, 99, 7, 100, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 100, 9, 99, 7, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 7, 100, 9, 99, 1, 230, 79, 219, 221, 219, 79, 230]]"
PBZ-m-CF3,ITIC,10.4,10.41,0.94,60.2,"[0, 0, 0, 0, 180, 7, 8, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 180, 7, 8, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 180, 7, 8, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 8, 9, 180, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 8, 9, 180, 1, 222, 79, 219, 221, 219, 79, 222]]"
PBDB-TF,HF-PCIC,10.97,10.67,0.92,72.42,"[0, 0, 99, 7, 100, 9, 1, 217, 7, 258, 7, 259, 7, 260, 7, 217]","[[0, 0, 99, 7, 100, 9, 1, 217, 7, 258, 7, 259, 7, 260, 7, 217], [0, 0, 9, 99, 7, 100, 1, 217, 7, 258, 7, 259, 7, 260, 7, 217], [0, 0, 100, 9, 99, 7, 1, 217, 7, 258, 7, 259, 7, 260, 7, 217], [0, 0, 7, 100, 9, 99, 1, 217, 7, 258, 7, 259, 7, 260, 7, 217]]"
PBDB-TF,HFO-PCIC,8.36,8.33,0.93,70.99,"[0, 0, 99, 7, 100, 9, 1, 217, 7, 258, 7, 261, 7, 260, 7, 217]","[[0, 0, 99, 7, 100, 9, 1, 217, 7, 258, 7, 261, 7, 260, 7, 217], [0, 0, 9, 99, 7, 100, 1, 217, 7, 258, 7, 261, 7, 260, 7, 217], [0, 0, 100, 9, 99, 7, 1, 217, 7, 258, 7, 261, 7, 260, 7, 217], [0, 0, 7, 100, 9, 99, 1, 217, 7, 258, 7, 261, 7, 260, 7, 217]]"
