Donor,Donor_SMILES,Acceptor,Acceptor_SMILES,DA_manual_tokenized,AD_manual_tokenized,DA_manual_tokenized_aug,AD_manual_tokenized_aug,HOMO_D (eV),LUMO_D (eV),HOMO_A (eV),LUMO_A (eV),D:A ratio (m/m),solvent,total solids conc. (mg/mL),solvent additive,solvent additive conc. (%v/v),active layer thickness (nm),annealing temperature,hole contact layer,electron contact layer,hole mobility blend (cm^2 V^-1 s^-1),electron mobility blend (cm^2 V^-1 s^-1),PCE (%),calc_PCE (%),Voc (V),Jsc (mA cm^-2),FF (%),Acceptor_BigSMILES,Donor_BigSMILES
HFQx-T,CCCCC(CC)COc1c(F)cc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)c3nc2-c2cc(F)c(OCC(CC)CCCC)c(F)c2)cc1F,ITTC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 49, 7, 115, 9, 1, 254, 79, 218, 220, 218, 79, 254]","[0, 0, 0, 0, 254, 79, 218, 220, 218, 79, 254, 1, 49, 7, 115, 9]","[[0, 0, 0, 0, 49, 7, 115, 9, 1, 254, 79, 218, 220, 218, 79, 254], [0, 0, 0, 0, 9, 49, 7, 115, 1, 254, 79, 218, 220, 218, 79, 254], [0, 0, 0, 0, 115, 9, 49, 7, 1, 254, 79, 218, 220, 218, 79, 254], [0, 0, 0, 0, 7, 115, 9, 49, 1, 254, 79, 218, 220, 218, 79, 254]]","[[0, 0, 0, 0, 254, 79, 218, 220, 218, 79, 254, 1, 49, 7, 115, 9], [0, 0, 0, 0, 254, 79, 218, 220, 218, 79, 254, 1, 9, 49, 7, 115], [0, 0, 0, 0, 254, 79, 218, 220, 218, 79, 254, 1, 115, 9, 49, 7], [0, 0, 0, 0, 254, 79, 218, 220, 218, 79, 254, 1, 7, 115, 9, 49]]",-5.45,-3.5,-5.49,-3.85,1.0,CF,19.0,,-1.0,100.0,130.0,PEDOT:PSS,PDINO,6e-05,8.1e-05,10.4,10.3,0.88,16.49,71.0,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)COc1c(F)cc(-c2nc3cc(F)c(F)cc3nc2-c2cc(F)c(OCC(CC)CCCC)c(F)c2)cc1FCc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,ITIC-OE,COCCOCc1ccc(C2(c3ccc(COCCOC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(COCCOC)cc2)(c2ccc(COCCOC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 221, 79, 307, 220, 307, 79, 221]","[0, 0, 0, 0, 221, 79, 307, 220, 307, 79, 221, 1, 49, 7, 100, 9]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 221, 79, 307, 220, 307, 79, 221], [0, 0, 0, 0, 9, 49, 7, 100, 1, 221, 79, 307, 220, 307, 79, 221], [0, 0, 0, 0, 100, 9, 49, 7, 1, 221, 79, 307, 220, 307, 79, 221], [0, 0, 0, 0, 7, 100, 9, 49, 1, 221, 79, 307, 220, 307, 79, 221]]","[[0, 0, 0, 0, 221, 79, 307, 220, 307, 79, 221, 1, 49, 7, 100, 9], [0, 0, 0, 0, 221, 79, 307, 220, 307, 79, 221, 1, 9, 49, 7, 100], [0, 0, 0, 0, 221, 79, 307, 220, 307, 79, 221, 1, 100, 9, 49, 7], [0, 0, 0, 0, 221, 79, 307, 220, 307, 79, 221, 1, 7, 100, 9, 49]]",-5.23,-3.42,-5.67,-4.03,1.0,CB,,DIO,0.5,103.0,120.0,PEDOT:PSS,PFN-Br,0.00035,1.2e-05,8.4,8.43,0.85,14.8,67.0,COCCOCc1ccc(C2(c3ccc(COCCOC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(COCCOC)cc2)(c2ccc(COCCOC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,ITIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 221, 79, 218, 220, 218, 79, 221]","[0, 0, 0, 0, 221, 79, 218, 220, 218, 79, 221, 1, 49, 7, 100, 9]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 221, 79, 218, 220, 218, 79, 221], [0, 0, 0, 0, 9, 49, 7, 100, 1, 221, 79, 218, 220, 218, 79, 221], [0, 0, 0, 0, 100, 9, 49, 7, 1, 221, 79, 218, 220, 218, 79, 221], [0, 0, 0, 0, 7, 100, 9, 49, 1, 221, 79, 218, 220, 218, 79, 221]]","[[0, 0, 0, 0, 221, 79, 218, 220, 218, 79, 221, 1, 49, 7, 100, 9], [0, 0, 0, 0, 221, 79, 218, 220, 218, 79, 221, 1, 9, 49, 7, 100], [0, 0, 0, 0, 221, 79, 218, 220, 218, 79, 221, 1, 100, 9, 49, 7], [0, 0, 0, 0, 221, 79, 218, 220, 218, 79, 221, 1, 7, 100, 9, 49]]",-5.23,-3.42,-5.68,-4.03,1.0,CB,,DIO,0.5,100.0,120.0,PEDOT:PSS,PFN-Br,0.00032,0.00031,10.4,10.43,0.89,16.5,71.0,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,IT-OM-1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cccc(OC)c7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cccc(OC)c5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 308, 79, 218, 220, 218, 79, 308]","[0, 0, 0, 0, 308, 79, 218, 220, 218, 79, 308, 1, 49, 7, 100, 9]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 308, 79, 218, 220, 218, 79, 308], [0, 0, 0, 0, 9, 49, 7, 100, 1, 308, 79, 218, 220, 218, 79, 308], [0, 0, 0, 0, 100, 9, 49, 7, 1, 308, 79, 218, 220, 218, 79, 308], [0, 0, 0, 0, 7, 100, 9, 49, 1, 308, 79, 218, 220, 218, 79, 308]]","[[0, 0, 0, 0, 308, 79, 218, 220, 218, 79, 308, 1, 49, 7, 100, 9], [0, 0, 0, 0, 308, 79, 218, 220, 218, 79, 308, 1, 9, 49, 7, 100], [0, 0, 0, 0, 308, 79, 218, 220, 218, 79, 308, 1, 100, 9, 49, 7], [0, 0, 0, 0, 308, 79, 218, 220, 218, 79, 308, 1, 7, 100, 9, 49]]",-5.23,-3.42,-5.5,-3.76,,CB,20.0,DIO,0.5,95.0,150.0,MoOx,ZnO,0.000178,1.58e-06,6.3,6.34,1.01,12.31,51.0,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cccc(OC)c7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cccc(OC)c5C4=C(C#N)C#N)sc23)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,IT-OM-2,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccc(OC)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccc(OC)cc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 280, 79, 218, 220, 218, 79, 280]","[0, 0, 0, 0, 280, 79, 218, 220, 218, 79, 280, 1, 49, 7, 100, 9]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 280, 79, 218, 220, 218, 79, 280], [0, 0, 0, 0, 9, 49, 7, 100, 1, 280, 79, 218, 220, 218, 79, 280], [0, 0, 0, 0, 100, 9, 49, 7, 1, 280, 79, 218, 220, 218, 79, 280], [0, 0, 0, 0, 7, 100, 9, 49, 1, 280, 79, 218, 220, 218, 79, 280]]","[[0, 0, 0, 0, 280, 79, 218, 220, 218, 79, 280, 1, 49, 7, 100, 9], [0, 0, 0, 0, 280, 79, 218, 220, 218, 79, 280, 1, 9, 49, 7, 100], [0, 0, 0, 0, 280, 79, 218, 220, 218, 79, 280, 1, 100, 9, 49, 7], [0, 0, 0, 0, 280, 79, 218, 220, 218, 79, 280, 1, 7, 100, 9, 49]]",-5.23,-3.42,-5.49,-3.86,,CB,20.0,DIO,0.5,105.0,150.0,MoOx,ZnO,0.00113,0.000286,11.8,11.9,0.93,17.53,73.0,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccc(OC)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccc(OC)cc5C4=C(C#N)C#N)sc23)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,IT-OM-3,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(OC)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(OC)ccc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 309, 79, 218, 220, 218, 79, 309]","[0, 0, 0, 0, 309, 79, 218, 220, 218, 79, 309, 1, 49, 7, 100, 9]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 309, 79, 218, 220, 218, 79, 309], [0, 0, 0, 0, 9, 49, 7, 100, 1, 309, 79, 218, 220, 218, 79, 309], [0, 0, 0, 0, 100, 9, 49, 7, 1, 309, 79, 218, 220, 218, 79, 309], [0, 0, 0, 0, 7, 100, 9, 49, 1, 309, 79, 218, 220, 218, 79, 309]]","[[0, 0, 0, 0, 309, 79, 218, 220, 218, 79, 309, 1, 49, 7, 100, 9], [0, 0, 0, 0, 309, 79, 218, 220, 218, 79, 309, 1, 9, 49, 7, 100], [0, 0, 0, 0, 309, 79, 218, 220, 218, 79, 309, 1, 100, 9, 49, 7], [0, 0, 0, 0, 309, 79, 218, 220, 218, 79, 309, 1, 7, 100, 9, 49]]",-5.23,-3.42,-5.52,-3.8,,CB,20.0,DIO,0.5,105.0,150.0,MoOx,ZnO,0.000643,8.21e-05,10.8,10.8,0.97,16.38,68.0,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(OC)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(OC)ccc5C4=C(C#N)C#N)sc23)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,IT-OM-4,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7c(OC)cccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5c(OC)cccc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 310, 79, 218, 220, 218, 79, 310]","[0, 0, 0, 0, 310, 79, 218, 220, 218, 79, 310, 1, 49, 7, 100, 9]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 310, 79, 218, 220, 218, 79, 310], [0, 0, 0, 0, 9, 49, 7, 100, 1, 310, 79, 218, 220, 218, 79, 310], [0, 0, 0, 0, 100, 9, 49, 7, 1, 310, 79, 218, 220, 218, 79, 310], [0, 0, 0, 0, 7, 100, 9, 49, 1, 310, 79, 218, 220, 218, 79, 310]]","[[0, 0, 0, 0, 310, 79, 218, 220, 218, 79, 310, 1, 49, 7, 100, 9], [0, 0, 0, 0, 310, 79, 218, 220, 218, 79, 310, 1, 9, 49, 7, 100], [0, 0, 0, 0, 310, 79, 218, 220, 218, 79, 310, 1, 100, 9, 49, 7], [0, 0, 0, 0, 310, 79, 218, 220, 218, 79, 310, 1, 7, 100, 9, 49]]",-5.23,-3.42,-5.49,-3.81,,CB,20.0,DIO,0.5,105.0,150.0,MoOx,ZnO,0.000453,4.33e-05,7.9,7.9,0.96,14.69,56.0,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7c(OC)cccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5c(OC)cccc5C4=C(C#N)C#N)sc23)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,ITCT-DM,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(C)sc(C)c7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(C)sc(C)c5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 311, 79, 218, 220, 218, 79, 311]","[0, 0, 0, 0, 311, 79, 218, 220, 218, 79, 311, 1, 49, 7, 100, 9]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 311, 79, 218, 220, 218, 79, 311], [0, 0, 0, 0, 9, 49, 7, 100, 1, 311, 79, 218, 220, 218, 79, 311], [0, 0, 0, 0, 100, 9, 49, 7, 1, 311, 79, 218, 220, 218, 79, 311], [0, 0, 0, 0, 7, 100, 9, 49, 1, 311, 79, 218, 220, 218, 79, 311]]","[[0, 0, 0, 0, 311, 79, 218, 220, 218, 79, 311, 1, 49, 7, 100, 9], [0, 0, 0, 0, 311, 79, 218, 220, 218, 79, 311, 1, 9, 49, 7, 100], [0, 0, 0, 0, 311, 79, 218, 220, 218, 79, 311, 1, 100, 9, 49, 7], [0, 0, 0, 0, 311, 79, 218, 220, 218, 79, 311, 1, 7, 100, 9, 49]]",-5.33,-3.53,-5.48,-3.9,1.0,CB,20.0,DIO,0.5,100.0,120.0,PEDOT:PSS,,,,10.56,9.59,0.904,16.32,65.0,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(C)sc(C)c7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(C)sc(C)c5C4=C(C#N)C#N)sc23)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,ITCT,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 254, 79, 218, 220, 218, 79, 254]","[0, 0, 0, 0, 254, 79, 218, 220, 218, 79, 254, 1, 49, 7, 100, 9]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 254, 79, 218, 220, 218, 79, 254], [0, 0, 0, 0, 9, 49, 7, 100, 1, 254, 79, 218, 220, 218, 79, 254], [0, 0, 0, 0, 100, 9, 49, 7, 1, 254, 79, 218, 220, 218, 79, 254], [0, 0, 0, 0, 7, 100, 9, 49, 1, 254, 79, 218, 220, 218, 79, 254]]","[[0, 0, 0, 0, 254, 79, 218, 220, 218, 79, 254, 1, 49, 7, 100, 9], [0, 0, 0, 0, 254, 79, 218, 220, 218, 79, 254, 1, 9, 49, 7, 100], [0, 0, 0, 0, 254, 79, 218, 220, 218, 79, 254, 1, 100, 9, 49, 7], [0, 0, 0, 0, 254, 79, 218, 220, 218, 79, 254, 1, 7, 100, 9, 49]]",-5.33,-3.53,,,1.0,CB,20.0,,-1.0,100.0,120.0,PEDOT:PSS,,,,11.27,10.94,0.85,17.88,72.0,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,ITCPTC-Th,CCCCCCc1ccc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)s1,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 254, 79, 312, 220, 312, 79, 254]","[0, 0, 0, 0, 254, 79, 312, 220, 312, 79, 254, 1, 49, 7, 100, 9]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 254, 79, 312, 220, 312, 79, 254], [0, 0, 0, 0, 9, 49, 7, 100, 1, 254, 79, 312, 220, 312, 79, 254], [0, 0, 0, 0, 100, 9, 49, 7, 1, 254, 79, 312, 220, 312, 79, 254], [0, 0, 0, 0, 7, 100, 9, 49, 1, 254, 79, 312, 220, 312, 79, 254]]","[[0, 0, 0, 0, 254, 79, 312, 220, 312, 79, 254, 1, 49, 7, 100, 9], [0, 0, 0, 0, 254, 79, 312, 220, 312, 79, 254, 1, 9, 49, 7, 100], [0, 0, 0, 0, 254, 79, 312, 220, 312, 79, 254, 1, 100, 9, 49, 7], [0, 0, 0, 0, 254, 79, 312, 220, 312, 79, 254, 1, 7, 100, 9, 49]]",-5.23,-3.18,-5.68,-4.03,1.0,CB,20.0,DIO,0.5,100.0,-1.0,MoOx,ZnO,0.000876,0.000746,10.61,10.61,0.856,17.05,72.7,CCCCCCc1ccc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)s1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,ITCPTC-Se,CCCCCCc1ccc(C2(c3ccc(CCCCCC)[se]3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)[se]2)(c2ccc(CCCCCC)[se]2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)[se]1,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 254, 79, 316, 220, 316, 79, 254]","[0, 0, 0, 0, 254, 79, 316, 220, 316, 79, 254, 1, 49, 7, 100, 9]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 254, 79, 316, 220, 316, 79, 254], [0, 0, 0, 0, 9, 49, 7, 100, 1, 254, 79, 316, 220, 316, 79, 254], [0, 0, 0, 0, 100, 9, 49, 7, 1, 254, 79, 316, 220, 316, 79, 254], [0, 0, 0, 0, 7, 100, 9, 49, 1, 254, 79, 316, 220, 316, 79, 254]]","[[0, 0, 0, 0, 254, 79, 316, 220, 316, 79, 254, 1, 49, 7, 100, 9], [0, 0, 0, 0, 254, 79, 316, 220, 316, 79, 254, 1, 9, 49, 7, 100], [0, 0, 0, 0, 254, 79, 316, 220, 316, 79, 254, 1, 100, 9, 49, 7], [0, 0, 0, 0, 254, 79, 316, 220, 316, 79, 254, 1, 7, 100, 9, 49]]",-5.23,-3.18,-5.65,-4.0,1.0,CB,20.0,DIO,0.5,100.0,-1.0,MoOx,ZnO,0.000696,0.000495,9.02,9.02,0.869,15.2,68.3,CCCCCCc1ccc(C2(c3ccc(CCCCCC)[se]3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)[se]2)(c2ccc(CCCCCC)[se]2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)[se]1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
